"id","name","terms"
"d030005","sanicula","sanicula;saniculas;sanicle;sanicles"
"d053629","thapsia","thapsia;thapsias"
"d000077102","apium","apium;apium graveolens var dulce;celery;celeries;apium graveolens var rapaceum;celeriac;celeriacs;apium graveolens;wild celery;celeries wild;celery wild;wild celeries"
"d019661","apiaceae","apiaceae;umbelliferae;smyrnium;smyrniums;saposhnikovia;saposhnikovias;fangfeng;fangfengs;azorella;azorellas;glehnia;glehnias"
"d028524","anethum graveolens","anethum graveolens;dill plant;dill plants;plant dill;plants dill;dill;dills;dill weed;dill weeds;weed dill;weeds dill"
"d029971","angelica sinensis","angelica sinensis;angelica sinenses;sinenses angelica"
"d029969","angelica","angelica;angelicas"
"d029970","angelica archangelica","angelica archangelica;angelica archangelicas;archangelicas angelica"
"d031165","ammi","ammi;ammus;ammi visnaga;ammi visnagas;visnagas ammi"
"d031172","artemisia annua","artemisia annua;qinghao;sweet wormwood;sweet wormwoods;wormwood sweet;wormwoods sweet;qing hao;sweet annie;annie sweet;annies sweet;sweet annies"
"d019306","artemisia","artemisia;artemisias;sagewort;sageworts;sagebrush;sagebrushs;wormseed levant;levant wormseed;levant wormseeds;wormseeds levant;mugwort;mugworts;wormwood;wormwoods;artemisia capillaris;artemisia capillari;capillari artemisia;capillaris artemisia;artemisia dracunculus;tarragon plant;plant tarragon;plants tarragon;tarragon plants;artemisia maritima;artemisia maritimas;maritimas artemisia;artemisia vulgaris;artemisia vulgari;vulgaris artemisia;artemisia abrotanum;artemisia abrotanums;abrotanums artemisia;southernwood;southernwoods;artemisia judaica;artemisia judaicas;judaica artemisia"
"d031171","artemisia absinthium","artemisia absinthium;artemisia absinthiums;absinthiums artemisia"
"d031173","aster plant","aster plant;aster plants;plant aster;plants aster"
"d036083","atractylis","atractylis;atractyli;atractylis gummifera;atractylis gummiferas;gummiferas atractylis"
"d031174","atractylodes","atractylodes;atractylode;jutsu;jutsus;atractylodes lancea;atractylodes lanceas;lanceas atractylodes"
"d031175","baccharis","baccharis;bacchari;willow water;water willows;willows water;water willow;broom desert;brooms desert;desert broom;desert brooms"
"d031176","bidens","bidens;biden;beggarticks;beggartick;bidens pilosa;bidens pilosas;pilosa bidens"
"d020838","calendula","calendula;calendulas;calendula officinalis;calendula officinali;officinalis calendula"
"d036084","callilepis","callilepis;callilepi;callilepis laureola;callilepis laureolas;laureola callilepis;impila;impilas"
"d031177","carduus","carduus;thistle musk;musk thistle;musk thistles;thistles musk;thistle plumeless;plumeless thistle;plumeless thistles;thistles plumeless"
"d031187","carthamus tinctorius","carthamus tinctorius;safflower;safflowers"
"d031178","carthamus","carthamus;thistle distaff;distaff thistle;distaff thistles;thistles distaff"
"d031179","centaurea","centaurea;centaureas;thistle yellow star;star thistle yellow;star thistles yellow;thistles yellow star;yellow star thistle;yellow star thistles;thistle red star;red star thistle;red star thistles;star thistle red;star thistles red;thistles red star;cornflower;cornflowers;knapweed;knapweeds"
"d031167","chamaemelum","chamaemelum;chamaemelums;chamaemelum nobile;chamaemelum nobiles;nobile chamaemelum;camomile roman;roman camomile;chamomile roman;roman chamomile;anthemis nobilis;anthemis nobili;nobilis anthemis;english chamomile;chamomile english"
"d020843","chamomile","chamomile;chamomiles;camomile;camomiles;chamomile oil;chamomile oils;oil chamomile;oils chamomile"
"d018651","chicory","chicory;cichorium intybus"
"d036604","chromolaena","chromolaena;chromolaenas;chromolaena odorata;chromolaena odoratas;odorata chromolaena;eupatorium odoratum;eupatorium odoratums;odoratums eupatorium"
"d011723","chrysanthemum cinerariifolium","chrysanthemum cinerariifolium;chrysanthemum cinerariifoliums;cinerariifolium chrysanthemum;tanacetum cinerariifolium;tanacetum cinerariifoliums;cinerariifoliums tanacetum;pyrethrum;pyrethrums;chrysanthemum coccineum;chrysanthemum coccineums;coccineums chrysanthemum;pyrethum daisy;daisies pyrethum;daisy pyrethum;pyrethum daisies;tanacetum coccineum;tanacetum coccineums;coccineums tanacetum"
"d031202","chrysanthemum","chrysanthemum;chrysanthemums"
"d031180","cirsium","cirsium;cirsiums;thistle white;thistles white;white thistle;white thistles;thistle yellowspine;thistles yellowspine;yellowspine thistle;yellowspine thistles;thistle common;common thistle;common thistles;thistles common;thistle plume;plume thistle;plume thistles;thistles plume;cirsium arvense;cirsium arvenses;arvenses cirsium;thistle canadian;canadian thistle;canadian thistles;thistles canadian"
"d031181","cnicus","cnicus;thistle blessed;cardo-santo;cardo santo;cardo-santos;blessed thistle;blessed thistles;thistles blessed"
"d035401","conyza","conyza;conyzas;asthmaweed;asthmaweeds;horseweed;horseweeds"
"d031945","coreopsis","coreopsis;coreopses;dahlia sea;dahlias sea;sea dahlia;sea dahlias;tickseed;tickseeds"
"d027468","crepis","crepis;crepi;hawks beard;beard hawks;beards hawks;hawk beard;hawks beards;hawks beard;crepis capillaris;crepis capillari;capillaris crepis"
"d031943","cynara scolymus","cynara scolymus;artichoke;artichokes"
"d031942","cynara","cynara;cynaras;cynara cardunculus;cardoon;cardoons"
"d031944","dahlia","dahlia;dahlias"
"d020900","echinacea","echinacea;echinacea purpurea;coneflower purple;coneflowers purple;purple coneflower;purple coneflowers;rudbeckia purpurea;echinacea pallida;pale purple coneflower;coneflower pale purple;coneflowers pale purple;pale purple coneflowers;purple coneflower pale;purple coneflowers pale;echinacea angustifolia"
"d031182","echinops plant","echinops plant;echinops plants;plant echinops;plants echinops;thistle globe;globe thistle;globe thistles;thistles globe;echinops grijisii;echinops grijisius;grijisii echinops"
"d036601","eclipta","eclipta;ecliptas"
"d049919","erigeron","erigeron;erigerons;fleabane;fleabanes"
"d036602","eupatorium","eupatorium;eupatoriums"
"d037142","flaveria","flaveria;flaverias"
"d036621","geigeria","geigeria;geigerias"
"d036622","gnaphalium","gnaphalium;gnaphaliums"
"d036623","grindelia","grindelia;grindelias;gumplant;gumplants;gumweed;gumweeds"
"d031206","haplopappus","haplopappus;tansyaster;tansyasters"
"d006368","helianthus","helianthus;sunflower;sunflowers;helianthus annuus;jerusalem artichoke;artichoke jerusalem;helianthus tuberosus"
"d036562","helichrysum","helichrysum;helichrysums"
"d038143","inula","inula;inula racemosa;pushkarmula;pushkarmulas;pushkarmoola;pushkarmoolas;indian elecampane;elecampane indian;elecampanes indian;indian elecampanes;inula helenium;elecampane;elecampanes"
"d018545","lettuce","lettuce;lactuca sativa"
"d000078062","leucanthemum","leucanthemum;leucanthemums"
"d043843","leuzea","leuzea;leuzeas;rhaponticum;rhaponticums;leuzea carthamoides;leuzea carthamoide;carthamoides leuzea;rhaponticum carthamoides;rhaponticum carthamoide;carthamoide rhaponticum"
"d000079543","ligularia",""
"d031168","matricaria","matricaria;matricarias;mayweed crown;crown mayweed;crown mayweeds;mayweeds crown;matricaria matricarioides;matricaria matricarioide;matricarioide matricaria;pineapple weed;pineapple weeds;weed pineapple;weeds pineapple;matricaria chamomilla;matricaria chamomillas;chamomilla matricaria;chamomilla recutita;chamomilla recutitas;recutitas chamomilla;chamomile german;camomile german;german camomile;matricaria recutita;matricaria recutitas;recutitas matricaria;german chamomile"
"d035742","mikania","mikania;mikanias;guaco;guacos"
"d020944","milk thistle","milk thistle;milk thistles;thistle milk;thistles milk;carduus marianus;silybum marianum;silybum marianums;marianums silybum"
"d035924","montanoa","montanoa;montanoas;zoapatle;zoapatles;montanoa tomentosa;montanoa tomentosas;tomentosa montanoa"
"d031183","onopordum","onopordum;onopordums;thistle cotton;cotton thistle;cotton thistles;thistles cotton"
"d036901","petasites","petasites;butterbur;butterburs;coltsfoot sweet;coltsfoots sweet;sweet coltsfoot;sweet coltsfoots;petasites hybridus"
"d000070216","psacalium","psacalium;indianbush;psacalium peltatum;matarique;matariques;psacalium putlanum;psacalium decompositum;desert indianbush;indianbush desert;cacalia decomposita;odontotrichum decompositum"
"d052587","pulicaria","pulicaria;pulicarias"
"d036581","ratibida","ratibida;ratibidas;coneflower prairie;coneflowers prairie;prairie coneflower;prairie coneflowers"
"d036582","rudbeckia","rudbeckia;rudbeckias;coneflower orange;coneflowers orange;orange coneflower;orange coneflowers"
"d030441","saussurea","saussurea;saussureas;saussurea lappa;saussurea lappas;lappa saussurea;saussurea costus"
"d031185","scolymus","scolymus;thistle golden;golden thistle;golden thistles;thistles golden;salsify spanish;spanish salsify;goldenthistle;goldenthistles"
"d031186","scorzonera","scorzonera;scorzoneras;scorsonera;scorsoneras;salsify black;black salsifies;black salsify;salsifies black"
"d012674","senecio","senecio;senecios;groundsel;groundsels;ragwort;ragworts"
"d036624","solidago","solidago;goldenrod;goldenrods;golden rod;golden rods;solidago virgaurea"
"d031184","sonchus","sonchus;thistle sow;sow thistle;sow thistles;thistles sow;sonchus arvensis;sonchus arvenses;arvensis sonchus;thistle field milk;field milk thistle;field milk thistles;milk thistle field;milk thistles field;thistles field milk"
"d036625","stevia","stevia;stevias;stevia rebaudiana;stevia rebaudianas;rebaudianas stevia;sweetleaf;sweetleafs;eupatorium rebaudianum;eupatorium rebaudianums;rebaudianums eupatorium"
"d031686","tagetes","tagetes;tagete;pericon;pericons"
"d020903","tanacetum parthenium","tanacetum parthenium;tanacetum partheniums;partheniums tanacetum;feverfew;feverfews;chrysanthemum parthenium;chrysanthemum partheniums;partheniums chrysanthemum"
"d031203","tanacetum","tanacetum;tanacetums;tansy;tansies;tanacetum vulgare;tanacetum vulgares;vulgares tanacetum"
"d031205","taraxacum","taraxacum;dandelion;dandelions;taraxacum officinale"
"d000079542","tithonia",""
"d031188","tragopogon","tragopogon;tragopogons;salsify yellow;salsifies yellow;yellow salsifies;yellow salsify;tragopogon pratensis;tragopogon pratenses;pratensis tragopogon;goats beard;beard goats;beards goats;goat beard;goats beards;goats beard;tragopogon porrifolius;salsify common;common salsifies;common salsify;salsifies common"
"d031169","tripleurospermum","tripleurospermum;tripleurospermums;camomile scentless;camomiles scentless;scentless camomile;scentless camomiles;mayweed false;false mayweed;false mayweeds;mayweeds false;chamomile scentless;chamomiles scentless;scentless chamomile;scentless chamomiles;tripleurospermum perforatum;tripleurospermum perforatums;perforatums tripleurospermum;matricaria perforata;matricaria perforatas;perforatas matricaria;tripleurosperum perforatum;tripleurosperum perforatums;perforatums tripleurosperum"
"d031207","tussilago","tussilago;tussilagos;tussilago farfara;tussilago farfaras;farfaras tussilago;coltsfoot;coltsfoots"
"d031208","verbesina","verbesina;verbesinas"
"d035741","vernonia","vernonia;vernonias"
"d031209","wedelia","wedelia;wedelias"
"d031210","xanthium","xanthium;xanthiums;cocklebur;cockleburs;xanthium spinosum;xanthium spinosums;spinosums xanthium;cocklebur spiny;cockleburs spiny;spiny cocklebur;spiny cockleburs"
"d018650","arnica","arnica;arnicas;arnica montana;arnica montanas;montanas arnica;leopards bane;bane leopards;banes leopards;leopard bane;leopards banes;leopards bane;bane leopards;banes leopards;leopards banes"
"d019659","asteraceae","asteraceae;compositae;doronicum;doronicums;leopards bane false;bane false leopards;banes false leopards;false leopards bane;false leopards banes;leopard bane false;leopards banes false;leopards bane false;emilia plant;emilia plants;plant emilia;plants emilia;enhydra fluctuans;enhydra fluctuan;fluctuan enhydra;phagnalon;phagnalons;heterotheca;heterothecas;iostephane;iostephanes;ixeris;ixeri;lychnophora;lychnophoras;pseudognaphalium;pseudognaphaliums;silphium;silphiums;sphaeranthus;aspilia;aspilias;trixis;trixi;viguiera;viguieras;carpesium;carpesiums;clibadium;clibadiums"
"d031162","achillea","achillea;achilleas;yarrow;yarrows;achillea millefolium;achillea millefoliums;millefolium achillea"
"d031163","ageratum","ageratum;ageratums"
"d031164","ambrosia","ambrosia;ambrosias;ragweed;ragweeds"
"d031166","anthemis","anthemis;anthemi;anthemis cotula;anthemis cotulas;cotulas anthemis;mayweed stinking;mayweeds stinking;stinking mayweed;stinking mayweeds;fennel dog;dog fennel;dog fennels;fennels dog;chamomile stinking;chamomiles stinking;stinking chamomile;stinking chamomiles;camomile stinking;camomiles stinking;stinking camomile;stinking camomiles"
"d031170","arctium","arctium;arctiums;burdock;burdocks;burdock plant;burdock plants;plant burdock;plants burdock;arctium lappa;gobo;gobos;gobou;burdock greater;burdocks greater;greater burdock;greater burdocks;arctium minus;burdock lesser;burdocks lesser;lesser burdock;lesser burdocks"
"d036603","ageratina","ageratina;ageratinas;ageratina adenophora;ageratina adenophoras;adenophoras ageratina;eupatorium adenophorum;eupatorium adenophorums;adenophorum eupatorium"
"d036921","achyrocline","achyrocline;achyroclines;marcela;marcelas"
"d029795","calluna","calluna;callunas;scotch heather;heather scotch;heathers scotch;scotch heathers"
"d031282","gaultheria","gaultheria;gaultherias"
"d029794","ledum","ledum;ledums;ledum palustre;ledum palustres;palustre ledum;wild rosemary;rosemaries wild;rosemary wild;wild rosemaries;ledum groenlandicum;ledum groenlandicums;groenlandicums ledum;labrador tea;labrador teas;tea labrador;teas labrador"
"d031828","pyrola","pyrola;pyrolas;shinleaf;shinleafs"
"d029793","rhododendron","rhododendron;rhododendrons"
"d029798","blueberry plants","blueberry plants;plant blueberry;plants blueberry;blueberry plant;vaccinium virgatum;vaccinium ashei;vaccinium uliginosum;vaccinium angustifolium;blueberry;blueberries;vaccinium corymbosum"
"d029797","huckleberry plant","huckleberry plant;huckleberry plants;plant huckleberry;plants huckleberry;huckleberry;huckleberries"
"d029799","vaccinium macrocarpon","vaccinium macrocarpon;vaccinium macrocarpons;macrocarpon vaccinium;cranberry;cranberries"
"d029800","vaccinium myrtillus","vaccinium myrtillus;vaccinium bracteatum;vaccinium bracteatums;bracteatum vaccinium;bracteatums vaccinium;sea bilberry;bilberries sea;bilberry sea;sea bilberries;bilberry;bilberries;whortleberry;whortleberries"
"d029801","vaccinium vitis-idaea","vaccinium vitis-idaea;vaccinium vitis idaea;vaccinium vitis-idaeas;vitis-idaeas vaccinium;lingonberry;lingonberries"
"d029796","vaccinium","vaccinium;vacciniums"
"d029791","ericaceae",""
"d029792","arctostaphylos","arctostaphylos;arctostaphylo;arctostaphylos uva-ursi;arctostaphylos uva ursi;arctostaphylos uva-ursus;uva-ursi arctostaphylos;bearberry;bearberries;uva-ursi;uva ursi;uva-ursus"
"d029661","alnus","alnus;alder;alders"
"d029662","betula","betula;betulas;birch;birchs"
"d031211","corylus","corylus;filbert;filberts;hazelnuts;hazelnut"
"d029401","betulaceae","betulaceae;carpinus;hornbeam;hornbeams;ostryopsis;ostryopses;ostrya;ostryas;hornbeam hop;hop hornbeam;hop hornbeams;hornbeams hop"
"d029777","momordica charantia","momordica charantia;momordica charantias;charantias momordica;bitter melon;bitter melons;melon bitter;melons bitter;gourd bitter;bitter gourd;bitter gourds;gourds bitter;karela;karelas"
"d029775","momordica","momordica;momordicas"
"d031885","cimicifuga","cimicifuga;cimicifugas;cimicifuga racemosa;cimicifuga racemosas;racemosa cimicifuga;bugbane black;black bugbane;black bugbanes;bugbanes black;cohosh black;actaea racemosa;actaea racemosas;racemosas actaea;black cohosh;black cohoshs;cohoshs black"
"d039324","clematis","clematis;clemati"
"d039323","coptis","coptis;copti;goldthread;goldthreads"
"d031882","delphinium","delphinium;delphiniums;larkspur;larkspurs"
"d039322","helleborus","helleborus;hellebore;hellebores;heleborus;helleborus niger;christmas-rose;christmas rose;christmas-roses;hellebore green;green hellebore;green hellebores;hellebores green;helleborus viridis;hellebore stinking;hellebores stinking;stinking hellebore;stinking hellebores;helleborus foetidus"
"d039321","hydrastis","hydrastis;hydrasti;hydrastis canadensis;hydrastis canadenses;canadensis hydrastis;golden seal;golden seals;seal golden;seals golden;goldenseal;goldenseals"
"d031861","nigella damascena","nigella damascena;nigella damascenas;damascena nigella;fennel wild;fennels wild;wild fennel;wild fennels"
"d031881","nigella sativa","nigella sativa;nigella sativas;sativa nigella;cumin black;kalonji;kalonjus;black cumin;black cumins;cumins black"
"d031844","nigella","nigella;nigellas"
"d031946","pulsatilla","pulsatilla;pulsatillas;pasqueflower;pasqueflowers"
"d031947","ranunculus",""
"d031948","semiaquilegia","semiaquilegia;semiaquilegias;tian kui;tian kuus;kuus tian;semiaquilegia adoxoides;semiaquilegia adoxoide;adoxoides semiaquilegia;aquilegia adoxoides;aquilegia adoxoide;adoxoides aquilegia;isopyrum adoxoides;isopyrum adoxoide;adoxoide isopyrum"
"d031949","thalictrum","thalictrum;thalictrums;meadow rue;meadow rues;rues meadow;rue meadow"
"d031950","xanthorhiza","xanthorhiza;xanthorhizas;yellowroot;yellowroots"
"d029626","ranunculaceae","ranunculaceae;beesia;beesias;isopyrum;isopyrums;consolida;consolidas;hepatica;hepaticas"
"d031841","aconitum","aconitum;aconitums;aconite;aconites;radix aconiti;aconiti radix;aconitus radix;radix aconitus;aconitum napellus;monkshood;monkshoods"
"d031842","actaea","actaea;actaeas;baneberry;baneberries;bugbane;bugbanes"
"d031843","adonis","adonis;adoni;oxeye daisy;daisy oxeye;daisies oxeye;oxeye daisies;adonis vernalis;adonis vernali;vernali adonis"
"d031883","anemone","anemone;anemones;anemone raddeana;anemone raddeanas;raddeana anemone;anemone hepatica;anemone hepaticas;hepaticas anemone"
"d031884","aquilegia","aquilegia;aquilegias;columbine;columbines"
"d031965","ribes","ribes;currants;currant;gooseberry;gooseberries;black currant;black currants;currants black;currant black;ribes nigrum"
"d031964","grossulariaceae",""
"d044645","fucus","fucus;fucus vesiculosus;bladder wrack;bladderwrack"
"d007795","laminaria","laminaria;laminarias;laminaria japonica;laminaria japonicas;japonicas laminaria;kombu;kombus;laminaria tents;laminaria tent;tent laminaria;tents laminaria"
"d044662","macrocystis","macrocystis;macrocysti;kelp giant;giant kelp;giant kelps;kelps giant;macrocystis pyrifera;macrocystis pyriferas;pyriferas macrocystis"
"d044423","kelp",""
"d020948","cats claw","cats claw;cat claw;cats claws;cats claw;claw cats;claws cats;uncaria tomentosa;uncaria tomentosas;tomentosas uncaria"
"d032070","uncaria","uncaria;uncarias"
"d032904","cinnamomum aromaticum","cinnamomum aromaticum;gui zhi;cinnamomum cassia;chinese cinnamon;chinese cinnamons;cinnamon chinese;cinnamons chinese;cassia tree;cassia trees;tree cassia;trees cassia;cassia chinese;cassias chinese;chinese cassia;chinese cassias"
"d027423","cinnamomum camphora","cinnamomum camphora;cinnamomum camphoras;camphoras cinnamomum;camphor tree;camphor trees;tree camphor;trees camphor;camphor laurel;camphor laurels;laurel camphor;laurels camphor"
"d002935","cinnamomum zeylanicum","cinnamomum zeylanicum;cinnamomum verum;cinnamon;cinnamons"
"d027424","cinnamomum","cinnamomum;cinnamomums"
"d005052","eucalyptus","eucalyptus;eucalyptus globulus;bluegum eucalyptus;eucalyptus bluegum;blue gum tree;blue gum trees;gum tree blue;gum trees blue;tree blue gum;trees blue gum"
"d000068856","eugenia","eugenia;eugenias;euginia uniflora;brazilian cherry tree;brazilian cherry trees;cherry tree brazilian;cherry trees brazilian;tree brazilian cherry;trees brazilian cherry;pitanga;pitangas;surinam cherry tree;cherry tree surinam;cherry trees surinam;surinam cherry trees;tree surinam cherry;trees surinam cherry"
"d031646","feijoa","feijoa;feijoas;guava pineapple;guavas pineapple;pineapple guavas;pineapple guava;guavasteen;guavasteens"
"d031648","kunzea","kunzea;kunzeas;kanuka;kanukas"
"d031649","leptospermum","leptospermum;leptospermums;manuka new zealand;new zealand manuka;zealand manuka new"
"d031650","melaleuca","melaleuca;melaleucas;melaleuca vindifolia;melaleuca vindifolias;vindifolias melaleuca;niaouli;niaoulus;melaleuca cajuputi;melaleuca cajuputus;cajuputi melaleuca;cajuput;cajuputs;melaleuca alternifolia;melaleuca alternifolias;alternifolias melaleuca;melaleuca leucadendra;melaleuca leucadendras;leucadendra melaleuca"
"d031651","myrtus","myrtus;myrtle;myrtles"
"d027841","pimenta","pimenta;pimentas;pimenta dioica;pimenta officinalis;allspice;allspices"
"d031647","psidium","psidium;psidiums;psidium guajava;psidium guajavas;guajava psidium;goiaba;goiabas;guava;guavas"
"d027842","syzygium","syzygium;caryophyllus;cleistocalyx;syzygium cumini;jambolan plum tree;jambolan plum trees;plum tree jambolan;plum trees jambolan;tree jambolan plum;trees jambolan plum;syzygium jambolanum;java plum tree;java plum trees;plum tree java;plum trees java;tree java plum;trees java plum;eugenia cumini;eugenia jambolana;syzygium sandwicense;eugenia sandwicensis;syzygium jambos;eugenia jambos;syzygium malaccense;eugenia malaccensis;clove;cloves;eugenia aromatica;eugenia caryophyllata;syzygium aromaticum;caryophyllus aromaticus"
"d027822","myrtaceae","myrtaceae;heteropyxidaceae;mirtaceae"
"d029682","amsinckia","amsinckia;amsinckias"
"d029683","borago","borago;borage;borages;borago officinalis"
"d020844","comfrey","comfrey;comfreys;symphytum officinale;symphytum officinales;officinales symphytum"
"d031213","cordia","cordia;cordias;manjack;manjacks"
"d036661","echium","echium;echiums"
"d031322","eriodictyon","eriodictyon;eriodictyons;eriodictyon californicum;eriodictyon californicums;californicums eriodictyon;yerba santa;santa yerba;santas yerba;yerba santas"
"d028162","heliotropium","heliotropium;heliotropiums;heliotrope true;heliotropes true;true heliotrope;true heliotropes"
"d029684","lithospermum","lithospermum;lithospermums;puccoon;puccoons;gromwell;gromwells;lithospermi;lithospermus"
"d029685","pulmonaria","pulmonaria;pulmonarias;lungwort;lungworts"
"d028082","boraginaceae","boraginaceae;ehretia;ehretias;cynoglossum;cynoglossums;arnebia;arnebias;anchusa;anchusas;onosma;onosmas;tournefortia;tournefortias;alkanna;alkannas"
"d031684","harpagophytum","harpagophytum;harpagophytums;harpagophytum procumbens;harpagophytum procumben;procumben harpagophytum;devils claw;claw devils;claws devils;devils claws;uncaria procumbens;uncaria procumben;procumbens uncaria"
"d031685","sesamum","sesamum;sesamums;sesame;sesames"
"d029601","pedaliaceae",""
"d027983","aralia","aralia;spikenard;spikenards;aralia nudicaulis;aralia hispida;aralia hispidas;hispida aralia;hispidas aralia;bristly sarsaparilla;bristly sarsaparillas;sarsaparilla bristly;sarsaparillas bristly"
"d028001","eleutherococcus","eleutherococcus;ciwujia;acanthopanax;eleutherococcus senticosus;siberian ginseng;ginsengs siberian;siberian ginsengs;ginseng siberian;eleuthero"
"d035981","hedera","hedera;hederas;hedera helix;hedera helices;helices hedera;ivy english;english ivy"
"d036882","kalopanax","kalopanax;kalopanaxs"
"d028002","oplopanax","oplopanax;oplopanaxs;echinopanax;echinopanaxs;oplopanax horridus;ginseng alaskan;alaskan ginseng;alaskan ginsengs;ginsengs alaskan;devils club;club devils;clubs devils;devil club;devils clubs;devils club;echinopanax horridus"
"d053723","panax notoginseng","panax notoginseng;panax notoginsengs;notoginsengs panax"
"d005894","panax","panax;panaxs;ninjin;ninjins;schinseng;schinsengs;renshen;renshens;jen shen;jen shens;shen jen;shens jen;ginseng;ginsengs;shinseng;shinsengs;panax ginseng;panax ginsengs;ginsengs panax"
"d027481","araliaceae","araliaceae;polyscias;polyscia;schefflera;scheffleras;umbrella tree;tree umbrella;trees umbrella;umbrella trees;cussonia;cussonias"
"d029790","ephedra sinica","ephedra sinica;chinese ephedra;chinese ephedras;ephedra chinese;ephedras chinese;ma huang;ma huangs"
"d029789","ephedra","ephedra;ephedras"
"d035684","gnetum","gnetum;gnetums"
"d035682","gnetophyta","gnetophyta;gnetophytas"
"d002366","cassia","cassia;cassias;cassia fistula;cassia fistulas;fistulas cassia;indian laburnum;indian laburnums;laburnum indian;laburnums indian"
"d031291","castanospermum","castanospermum;castanospermums"
"d031288","chamaecrista","chamaecrista;chamaecristas;partridgepea;partridgepeas;pea sensitive;peas sensitive;sensitive pea;sensitive peas;pea partridge;partridge pea;partridge peas;peas partridge"
"d029863","cicer","cicer;cicers;chickpea;chickpeas;garbanzo;garbanzos;cicer arietinum;cicer arietinums;arietinum cicer"
"d031292","clitoria","clitoria;clitorias"
"d029864","crotalaria","crotalaria;crotalarias;rattlepod chipilin;chipilin rattlepod;chipilins rattlepod;rattlepod chipilins"
"d031293","cyamopsis","cyamopsis;cyamopses;cyamposis;cyamposes;guar;guars;cyamopsis tetragonoloba;cyamopsis tetragonolobas;tetragonoloba cyamopsis"
"d053998","cyclopia plant","cyclopia plant;cyclopia plants;plant cyclopia;plants cyclopia"
"d029865","cytisus","cytisus;broom;brooms;broom scotch;brooms scotch;scotch broom;scotch brooms;cytisus scoparius;sarothamnus scoparius"
"d035782","dalbergia","dalbergia;dalbergias"
"d029866","derris","derris;derri;derris trifoliata;derris trifoliatas;trifoliatas derris;pongamia uliginosa;pongamia uliginosas;uliginosas pongamia;derris urucu;derris urucus;urucu derris;lonchocarpus urucu;lonchocarpus urucus;urucus lonchocarpus"
"d052598","dioclea","dioclea;diocleas"
"d046914","dipteryx","dipteryx;dipteryxs;dipteryx odorata;dipteryx odoratas;odoratas dipteryx;tonka bean;bean tonka;beans tonka;tonka beans;coumarouna odorata;coumarouna odoratas;odorata coumarouna"
"d031294","dolichos","dolichos;dolicho"
"d004895","erythrina","erythrina;erythrina verna;erythrina mulungu;erythrina cristagalli;erythrina crista-galli;erythrina crista galli;erythrina variegata;indian coral tree;coral tree indian;coral trees indian;indian coral trees;tree indian coral;trees indian coral"
