"meshID","name","terms","matched"
"d000069447","tiotropium bromide","tiotropium bromide;bromide tiotropium;7-hydroxybis2-thienylacetyloxy-99-dimethyl-3-oxa-9-azoniatricyclo331024nonane bromide;tiotropium;spiriva;ba 679 br;679 br ba;br ba 679;ba-679 br;ba679 br","1"
"d012602","scopolamine derivatives","scopolamine derivatives;derivatives scopolamine;scopolamines","1"
"d014326","tropanes","tropanes;azabicyclo321octanes","1"
"d053961","azabicyclo compounds","azabicyclo compounds;azabicyclo522undecanes;azabicyclo331nonanes;azabicyclo430nonanes;azabicyclo110butanes;azabicyclo222octanes","1"
"d001372","aza compounds","aza compounds;compounds aza","1"
"d001386","azides","","1"
"d003958","diamide","diamide;tetramethylazoformamide;dizene dicarboxylic acid bisnn-dimethylamide;dizenedicarboxylic acid bisnn-dimethylamide;diazodicarboxylic acid bisnn-dimethylamide;diazodicarboxylic acid bisdimethylamide;acid bisdimethylamide diazodicarboxylic;bisdimethylamide diazodicarboxylic acid","1"
"d003978","diazomethane","diazomethane;diazirine","1"
"d003979","diazonium compounds","diazonium compounds;compounds diazonium","1"
"d003980","diazooxonorleucine","diazooxonorleucine;6-diazo-5-oxo-l-norleucine;6 diazo 5 oxo l norleucine","1"
"d004230","dithizone","dithizone;dithizon;diphenylthiocarbazone","1"
"d005070","evans blue","evans blue;blue evans;evans blue;blue evans;evan blue;azovan blue;blue azovan;ci direct blue 53;ci 23860","1"
"d005562","formazans","","1"
"d013645","tartrazine","tartrazine;fdc yellow no 5;fd c yellow no 5;tartrazine barium 23;tartrazine barium;barium tartrazine","1"
"d014343","trypan blue","trypan blue;blue trypan;niagara blue;blue niagara;diamine blue;blue diamine;visionblue","1"
"d000548","amaranth dye","amaranth dye;azorubin s;acid red 27;ci acid red 27;ci food red 9;ar27 compound;compound ar27;fd c red no 2;red dye no 2","1"
"d000580","amido black","amido black;black amido;ci acid black 1;amido black sodium salt;amido black dilithium salt;ci-20470;ci 20470;ci20470","1"
"d001391","azo compounds","azo compounds;compounds azo;azo dyes;dyes azo","1"
"d003492","cycasin","cycasin;methylazoxymethanol beta-d-glucoside;methylazoxymethanol beta d glucoside;beta-d-glucoside methylazoxymethanol;methylazoxymethanol glucuronate;glucuronate methylazoxymethanol;methyl-onn-azoxymethyl beta-d-glucopyranoside","1"
"d008746","methylazoxymethanol acetate","methylazoxymethanol acetate;acetate methylazoxymethanol;methyl-onn-azoxymethanol acetate","1"
"d001397","azoxymethane","","1"
"d009762","o-aminoazotoluene","o-aminoazotoluene;o aminoazotoluene;ortho-aminoazotoluene;ortho aminoazotoluene;ci solvent yellow 3","1"
"d010128","p-aminoazobenzene","p-aminoazobenzene;p aminoazobenzene;para-aminoazobenzene;para aminoazobenzene;4-phenyldiazenylaniline;aniline yellow;ci solvent yellow 1","1"
"d001881","borates","","1"
"d001888","boric acids","boric acids;acids boric","1"
"d001889","borinic acids","borinic acids;acids borinic","1"
"d000069286","bortezomib","bortezomib;ldp-341;ldp 341;ldp341;ps 341;341 ps;ps-341;ps341;velcade","1"
"d001897","boronic acids","boronic acids;acids boronic","1"
"d001880","boranes","boranes;boron hydrides;hydrides boron","1"
"d013775","tetraphenylborate","tetraphenylborate;tetraphenylboron;kalignost;tetraphenylboron sodium;sodium tetraphenylboron;tetraphenylborate sodium salt;sodium salt tetraphenylborate;sodium tetraphenylborate;tetraphenylborate sodium;tetraphenylborate potassium salt;potassium salt tetraphenylborate;tetraphenylborate ammonium salt;ammonium salt tetraphenylborate;tetraphenylborate barium salt 21","1"
"d001894","borohydrides","","1"
"d001896","boron compounds","boron compounds;compounds boron;borides","1"
"d010072","oxamic acid","oxamic acid;acid oxamic;oxalamic acid;acid oxalamic;oxamidic acid;acid oxamidic;aminooxoacetic acid;acid aminooxoacetic","1"
"d006038","glyoxylates","","1"
"d000077322","alginic acid","alginic acid;polymannuronic acid;polymannuronic-guluronic acid;polymannuronic guluronic acid;polymannuronic acid","1"
"d020723","glucuronic acid","glucuronic acid;monosodium glucuronate;glucuronate monosodium;glucuronic acid monosodium salt;glucuronate;glucuronic acid 6-14c-labeled d-isomer;monopotassium glucuronate;glucuronate monopotassium;glucuronic acid monopotassium salt","1"
"d020719","glucuronides","","1"
"d005965","glucuronates","glucuronates;glucosiduronates;glucuronic acids;acids glucuronic","1"
"d007067","iduronic acid","iduronic acid;acid iduronic;iduronate","1"
"d006603","hexuronic acids","hexuronic acids;acids hexuronic;hexouronic acids;acids hexouronic","1"
"d014574","uronic acids","uronic acids;acids uronic","1"
"d000145","acids aldehydic","acids aldehydic;aldehydic acids","1"
"d010130","p-aminohippuric acid","p-aminohippuric acid;p aminohippuric acid;para-aminohippuric acid;para aminohippuric acid;4-aminohippuric acid;4 aminohippuric acid;aminohippuric acid;nephrotest;p-aminohippurate;p aminohippurate;aminohippurate sodium;sodium aminohippurate;sodium para-aminohippurate;para-aminohippurate sodium;sodium para aminohippurate","1"
"d000618","aminohippuric acids","aminohippuric acids;acids aminohippuric","1"
"d000077582","amisulpride","amisulpride;4-amino-n-1-ethyl-2-pyrrolidinylmethyl-5-ethylsulfonyl-2-methoxybenzamide;dan 2163;dan-2163;solian;sultopride;n-ethyl-1-pyrrolidinyl- 2-methylmethoxy-2-ethylsulfonyl-5-benzamide;lin 1418;lin-1418;barnetil;sultopride hydrochloride","1"
"d000077784","axitinib","axitinib;ag 013736;ag013736;ag-013736;inlyta","1"
"d001629","bezafibrate","bezafibrate;solibay;eulitop;durabezur;azufibrat;befibrat;beza-lande;beza lande;beza-puren;beza puren;bezabeta;bezacur;bezafibrat pb;bezafisal;bezalip;bezamerck;bm-15075;bm 15075;bm15075;cedur;lipox;reducterol;regadrin b;sklerofibrat;bfizal;difaterol","1"
"d020117","cisapride","cisapride;r-51619;r 51619;r51619;propulsid","1"
"d003671","deet","deet;nn-diethyltoluamide;nn diethyltoluamide;nn-diethyl-3-methylbenzamide;nn diethyl 3 methylbenzamide;nn-diethyl-m-toluamide;nn diethyl m toluamide;det;deta;nn-diethyl-25-dimethylbenzamide;r-209;r 209;r209;deet 25-di-me-analog","1"
"d004135","dinitolmide","dinitolmide;methyldinitrobenzamide;dinitrotoluamide;coccidot;zoalene","1"
"d007465","iodohippuric acid","iodohippuric acid;acid iodohippuric;orthoiodohippurate;iodobenzoylglycine;ortho-iodohippurate;ortho iodohippurate;i-hippuran;i hippuran;i-oih;i oih;sodium iodohippurate;iodohippurate sodium;sodium o-iodohippurate;sodium o iodohippurate;o-iodohippurate sodium;radio-hippuran;radio hippuran;radiohippuran","1"
"d006626","hippurates","","1"
"d000068877","imatinib mesylate","imatinib mesylate;mesylate imatinib;imatinib methanesulfonate;methanesulfonate imatinib;sti571;sti-571;sti 571;gleevec;glivec;st 1571;st1571;cgp 57148;cgp57148b;cgp-57148;cgp57148;imatinib;alpha-4-methyl-1-piperazinyl-3-4-3-pyridyl-2-pyrimidinylamino-p-tolu-p-toluidide","1"
"d007217","indoramin","indoramin;wy-21901;wy 21901;wy21901","1"
"d008787","metoclopramide","metoclopramide;4-amino-5-chloro-n-2-diethylaminoethyl-2-methoxybenzamide;metaclopramide;maxolon;rimetin;metoclopramide hydrochloride;hydrochloride metoclopramide;metoclopramide monohydrochloride;monohydrochloride metoclopramide;metoclopramide monohydrochloride monohydrate;primperan;reglan;cerucal;metoclopramide dihydrochloride;dihydrochloride metoclopramide","1"
"d020912","moclobemide","moclobemide;moclobamide;apo-moclobemide;apo moclobemide;arima;aurorix;manerix;moclamine;aurorex;chem mart moclobemide;moclobemide chem mart;dbl moclobemide;moclobemide dbl;deprenorm;feraken;genrx moclobemide;moclobemide genrx;healthsense moclobemide;moclobemide healthsense;moclix;terry white chemists moclobemide;moclobemid stada;stada moclobemid;moclobemid von ct;von ct moclobemid;moclobemid-1a pharma;moclobemid 1a pharma;moclobemid1a pharma;moclobemid-puren;moclobemid puren;moclobemid-ratiopharm;moclobemid ratiopharm;moclobeta;moclodura;moclonorm;nu-moclobemide;nu moclobemide;numoclobemide;pms-moclobemide;pms moclobemide;rimoc;ro 11-1163;ro 11 1163;ro-11-1163;novo-moclobemide;novo moclobemide;novomoclobemide;moclobemid azu;azu moclobemid","1"
"d011342","procainamide","procainamide;procaine amide;amide procaine;biocoryl;novocainamide;novocamid;procainamide hydrochloride;hydrochloride procainamide;procan;procan sr;procanbid;pronestyl;rhythmin;apo-procainamide;procamide","1"
"d011344","procarbazine","procarbazine;procarbazine monohydrobromide;monohydrobromide procarbazine;procarbazine hydrochloride;hydrochloride procarbazine;procarbazine monohydrochloride;monohydrochloride procarbazine;matulane;natulan","1"
"d020891","raclopride","raclopride;flb-472;flb 472;flb472;raclopride c11;c11 raclopride;fla-870;fla 870;fla870","1"
"d017330","remoxipride","remoxipride;s-3-bromo-n-1-ethyl-2-pyrrolidinylmethyl-26-dimethoxybenzamide;remoxipride hydrochloride;hydrochloride remoxipride;remoxipride monohydrochloride;monohydrochloride remoxipride;remoxipride monohydrochloride r-isomer;remoxipride r-isomer;remoxipride hydrochloride anhydrous;anhydrous remoxipride hydrochloride;hydrochloride anhydrous remoxipride;fla-731;fla731;remoxipride monohydrochloride monohydrate;monohydrochloride monohydrate remoxipride","1"
"d013469","sulpiride","sulpiride;sulperide;arminol;deponerton;vertigo-meresa;vertigo meresa;meresa;desisulpid;digton;dogmatil;dolmatil;eglonyl;ekilid;guastil;lebopride;neogama;vertigo-neogama;vertigo neogama;pontiride;psicocen;sulp;sulpitil;sulpivert;sulpor;syndil;tepavil;aiglonyl","1"
"d063325","tiapride hydrochloride","tiapride hydrochloride;hydrochloride tiapride;tiapride monohydrochloride;monohydrochloride tiapride;tiapridex;equilium;tiaprizal;tiapridal;tiapride;flo-1347;flo 1347;flo1347","1"
"d000120","acecainide","acecainide;n-acetylprocainamide;n acetylprocainamide;acetylprocainamide;acecainide hydrochloride;hydrochloride acecainide;acecainide monohydrochloride;monohydrochloride acecainide","1"
"d001549","benzamides","","1"
"d020160","sodium benzoate","sodium benzoate;benzoate sodium","1"
"d019817","benzoic acid","benzoic acid;acid benzoic;potassium benzoate;benzoate potassium;ucephan","1"
"d000068801","adapalene benzoyl peroxide drug combination","adapalene benzoyl peroxide drug combination;adapalene-benzoyl peroxide drug combination;adapalene - benzoyl peroxide drug combination;adapalene benzoyl peroxide drug combination;epiduo","1"
"d001585","benzoyl peroxide","benzoyl peroxide;peroxide benzoyl;diphenylglyoxal superoxide;superoxide diphenylglyoxal;benzoyl superoxide;superoxide benzoyl;dibenzoyl peroxide;peroxide dibenzoyl;panoxyl","1"
"d001588","benzoylcholine","","1"
"d001970","bromobenzoates","bromobenzoates;bromobenzoic acids;acids bromobenzoic","1"
"d020245","p-chloromercuribenzoic acid","p-chloromercuribenzoic acid;acid p-chloromercuribenzoic;p chloromercuribenzoic acid;pcmb;4-chloromercuribenzoic acid;4 chloromercuribenzoic acid;acid 4-chloromercuribenzoic;para-chloromercuribenzoate;para chloromercuribenzoate","1"
"d002729","chloromercuribenzoates","","1"
"d003996","dicamba","","1"
"d002723","chlorobenzoates","chlorobenzoates;chlorobenzoic acids;acids chlorobenzoic","1"
"d000077588","deferasirox","deferasirox;4-35-bis-2-hydroxyphenyl-124-triazol-1-ylbenzoic acid;icl 670a;icl-670a;icl670a;icl-670;icl670;icl 670;exjade","1"
"d053630","depsides","","1"
"d047348","hydrolyzable tannins","hydrolyzable tannins;tannins hydrolyzable;gallotannins;gallo-tannins;gallo tannins;pyrogallol tannins;tannins pyrogallol;ellagitannins;ellagi-tannins;ellagi tannins","1"
"d011435","propyl gallate","propyl gallate;gallate propyl","1"
"d005707","gallic acid","gallic acid;acid gallic;345-trihydroxybenzoic acid","1"
"d015095","3-hydroxyanthranilic acid","3-hydroxyanthranilic acid;3 hydroxyanthranilic acid;acid 3-hydroxyanthranilic","1"
"d006592","hexobendine","hexobendine;ustimon;andiamine;ditrimine","1"
"d011430","propoxycaine","propoxycaine;propoxyprocaine;propoxycaine hydrochloride;hydrochloride propoxycaine","1"
"d014287","trimebutine","trimebutine;tm-906;tm 906;tm906;trimebutine maleate salt;maleate salt trimebutine;salt trimebutine maleate;transacalm;polibutin;trimebutine maleate;maleate trimebutine;modulon;debridat","1"
"d014641","vanillic acid","vanillic acid;acid vanillic;p-hydroxy-m-methoxy-benzoic acid;acid p-hydroxy-m-methoxy-benzoic;p hydroxy m methoxy benzoic acid;4-hydroxy-3-methoxybenzoic acid;4 hydroxy 3 methoxybenzoic acid;acid 4-hydroxy-3-methoxybenzoic","1"
"d062425","hydroxybenzoate ethers","hydroxybenzoate ethers;ethers hydroxybenzoate;methoxybenzoates;ethoxybenzoates","1"
"d006902","hydroxymercuribenzoates","","1"
"d010142","pactamycin","","1"
"d010226","parabens","parabens;4-hydroxybenzoic acids;4 hydroxybenzoic acids;para-hydroxybenzoic acids;para hydroxybenzoic acids","1"
"d019804","mesalamine","mesalamine;mesalazine;m-aminosalicylic acid;m aminosalicylic acid;5-aminosalicylic acid;5 aminosalicylic acid;meta-aminosalicylic acid;meta aminosalicylic acid;asacol;asacolon;ascolitin;canasa;claversal;fivasa;salofalk;lixacol;mesalamine hydrochloride;hydrochloride mesalamine;mesalamine monosodium salt;monosodium salt mesalamine;mesasal;novo-5 asa;novo 5 asa;pentasa;rowasa;5-aminosalicylate;5 aminosalicylate","1"
"d000636","aminosalicylic acids","aminosalicylic acids;acids aminosalicylic","1"
"d010131","aminosalicylic acid","aminosalicylic acid;acid aminosalicylic;4-aminosalicylic acid;4 aminosalicylic acid;para-aminosalicylic acid;para aminosalicylic acid;p-aminosalicylic acid;p aminosalicylic acid;p-aminosalicylic acid monolithium salt;p aminosalicylic acid monolithium salt;p-aminosalicylic acid monopotassium salt;p aminosalicylic acid monopotassium salt;rezipas;p-aminosalicylic acid aluminum 21 salt;p-aminosalicylic acid calcium 21 salt;p-aminosalicylic acid monosodium salt dihydrate;pamisyl;alumino-4-aminosalicylic acid;alumino 4 aminosalicylic acid;p-aminosalicylic acid monosodium salt;p aminosalicylic acid monosodium salt","1"
"d005841","gentisates","gentisates;25-dihydroxybenzoic acids;25 dihydroxybenzoic acids;acids 25-dihydroxybenzoic","1"
"d012980","sodium salicylate","sodium salicylate;salicylate sodium","1"
"d020156","salicylic acid","salicylic acid;acid salicylic;o-hydroxybenzoic acid;acid o-hydroxybenzoic;o hydroxybenzoic acid;ortho-hydroxybenzoic acid;acid ortho-hydroxybenzoic;ortho hydroxybenzoic acid;2-hydroxybenzoic acid;2 hydroxybenzoic acid;acid 2-hydroxybenzoic","1"
"d012459","salicylates","salicylates;salicylic acids;acids salicylic","1"
"d062385","hydroxybenzoates","hydroxybenzoates;hydroxybenzoic acids;acids hydroxybenzoic","1"
"d003974","diatrizoate meglumine","diatrizoate meglumine;meglumine diatrizoate;meglumine amidotrizoate;amidotrizoate meglumine;methylglucamine diatrizoate;diatrizoate methylglucamine;meglumine diatrizoate;diatrizoate meglumine;diatrizoate methylglucamine;methylglucamine diatrizoate;amidotrizoic acid;angiografin;diatrizoic acid methylglucamine;methylglucamine diatrizoic acid;ioxeol;reno 60;reno m-dip;reno m dip;reno mdip;renografin;renograffin;renografin m-76;renografin m 76;renografin m76;sinografin;triombrast;triombrin;urografin 76;urografin;gastrograffin;gastrografin;gastrographin;urovist;verografin;amidotricoic acid","1"
"d003973","diatrizoate","diatrizoate;benzoic acid 35-bisacetylamino-246-triiodo-;hypaque;diatrizoic acid;urothrast;urotrast;urogranoic acid;sodium diatrizoate;diatrizoate sodium;diatrizoate sodium;sodium-magnesium diatrizoate;diatrizoate sodium-magnesium;amidotrezoate;amidotrizoate;hypaque 50","1"
"d007451","iodamide","iodamide;uromiro;odiston;iodamide sodium;iodomiron","1"
"d007458","iodipamide","iodipamide;adipiodon;biligrafine;bilipolinum;endocistobil;endographin;bilignost;cholografin","1"
"d007471","ioglycamic acid","ioglycamic acid;acid ioglycamic;ioglycamide;bilivistan","1"
"d007472","iohexol","iohexol;iohexol 350;nycodenz;compound 545;exypaque;omnipaque","1"
"d007479","iopamidol","iopamidol;jopamidol;gastromiro;iopamidol --isomer;iopamidol r-isomer;iopamidol sodium salt s-isomer;iopamiro;isovue 370;niopam;solutrast;solutrast 370;solutrast gastro;sq 13396;b-15000;b 15000;b15000;b-15000;b 15000;b15000;isovue","1"
"d007482","iothalamate meglumine","iothalamate meglumine;meglumine iothalamate;methylglucamine iothalamate;iothalamate methylglucamine;iothalamic acid meglumine;meglumine iothalamic acid;iotalamate meglumine;meglumine iotalamate;methylglucamine iotalamate;iotalamate methylglucamine;meglumine iothalamate;iothalamate meglumine;iothalamic acid methylglucamine;methylglucamine iothalamic acid;meglumine iotalamate;iotalamate meglumine;conray 60","1"
"d007483","iothalamic acid","iothalamic acid;acid iothalamic;methalamic acid;acid methalamic;iotalamic acid;acid iotalamic;conray 420;iodothalamate;sodium iothalamate;iothalamate sodium;iothalamic acid monosodium salt;iothalamic acid calcium 21 salt;iothalamic acid monosilver 1 salt;iothalamic acid monosodium salt dimer;lopamidol;angio-conray;angio conray;angioconray;iothalamate","1"
"d007485","ioxaglic acid","ioxaglic acid;ioxaglate meglumine;meglumine ioxaglate;methylglucamine ioxaglate;ioxaglate methylglucamine;hexabrix;ioxaglic acid calcium salt 21;p-286 contrast media;p286 contrast media;ioxaglate;ioxaglate sodium;ioxaglic acid monosodium salt","1"
"d008793","metrizamide","metrizamide;amipak;amipaque","1"
"d008794","metrizoic acid","metrizoic acid;benzoic acid 3-acetylamino-5-acetylmethylamino-246-triiodo-;triosil;metrizoate sodium;metrizoate;isopaque","1"
"d000100","acetrizoic acid","acetrizoic acid;acid acetrizoic;jodopax;visotrast 400;triiotrast;visotrast 300;acetrizoate sodium;sodium acetrizoate;salpix","1"
"d014283","triiodobenzoic acids","triiodobenzoic acids;acids triiodobenzoic;triiodobenzoic acid;acid triiodobenzoic","1"
"d007463","iodobenzoates","iodobenzoates;iodobenzoic acids;acids iodobenzoic","1"
"d008626","mercuribenzoates","mercuribenzoates;mercuribenzoic acids;acids mercuribenzoic","1"
"d004228","dithionitrobenzoic acid","dithionitrobenzoic acid;acid dithionitrobenzoic;ellmans reagent;ellman reagent;ellmans reagent;reagent ellmans;55-dithiobis2-nitrobenzoic acid;dtnb;55-dithiobisnitrobenzoate","1"
"d009579","nitrobenzoates","nitrobenzoates;nitrobenzoic acids;acids nitrobenzoic","1"
"d002034","bumetanide","bumetanide;bumethanide;bumex;pf-1593;pf 1593;pf1593;drenural;fordiuran;miccil;bumedyl;burinex","1"
"d062368","meta-aminobenzoates","meta-aminobenzoates;meta aminobenzoates;m-aminobenzoates;m aminobenzoates;3-aminobenzoic acids;3 aminobenzoic acids;acids 3-aminobenzoic;3-aminobenzoic acid derivatives;3 aminobenzoic acid derivatives;acid derivatives 3-aminobenzoic;meta-aminobenzoic acids;meta aminobenzoic acids;meta-aminobenzoic acid derivatives;meta aminobenzoic acid derivatives;5-aminobenzoic acids;5 aminobenzoic acids;5-aminobenzoic acid derivatives;5 aminobenzoic acid derivatives;3-aminobenzoates;3 aminobenzoates;5-aminobenzoates;5 aminobenzoates","1"
"d005439","flufenamic acid","flufenamic acid;acid flufenamic;dignodolin","1"
"d008469","meclofenamic acid","meclofenamic acid;meclofenamate sodium anhydrous;benzoic acid 2-26-dichloro-3-methylphenylamino- monosodium salt monohydrate;meclofenamate sodium;sodium meclofenamate;meclofenamate sodium;meclofenamate sodium monohydrate;meclofenamate;meclomen","1"
"d008528","mefenamic acid","mefenamic acid;acid mefenamic;mefenaminic acid;pontal;contraflam;coslan;parkemed;ponstan forte;ponsyl;dysman;mefac;mefacit;nu-mefenamic;nu mefenamic;pinalgesic;pms-mefenamic acid;pms mefenamic acid;ponalar;ponalgic;ponmel;ponstan;ponstel;mefic;apo-mefenamic;apo mefenamic","1"
"d009544","niflumic acid","niflumic acid;acid niflumic;flunir;niflugel;nifluril;donalgin;niflactol","1"
"d054361","fenamates","fenamates;2-anilinobenzoates;2 anilinobenzoates;n-phenyl-2-aminobenzoates;n phenyl 2 aminobenzoates;2-anilino-benzoates;2 anilino benzoates","1"
"d005897","glafenine","glafenine;glaphenine;glycerylaminophenaquine;glafenin;exidol","1"
"d062367","ortho-aminobenzoates","ortho-aminobenzoates;ortho aminobenzoates;anthranilates;o-aminobenzoates;o aminobenzoates;anthranilic acids;acids anthranilic;ortho-aminobenzoic acids;acids ortho-aminobenzoic;ortho aminobenzoic acids;o-aminobenzoic acids;acids o-aminobenzoic;o aminobenzoic acids;2-aminobenzoates;6-aminobenzoates;6 aminobenzoates","1"
