"meshID","name","terms","matched"
"d004659","enbucrilate","enbucrilate;enbucrilates;butyl 2-cyanacrylate;butyl 2 cyanacrylate;butyl 2-cyanacrylates;n-butyl-2-cyanoacrylate;n butyl 2 cyanoacrylate;n-butyl-2-cyanoacrylates;nbca compound;nbca compounds;n-butyl-cyanoacrylate;n butyl cyanoacrylate;n-butyl-cyanoacrylates;2-cyanobutylacrylate;2 cyanobutylacrylate;2-cyanobutylacrylates;enbucrylate;enbucrylates;chirurcoll;fimomed;histacryl;histacryls;histoacryl;histoacryls;kanokonlit;polyisobutyl cyanoacrylate;cyanoacrylate polyisobutyl;cyanoacrylates polyisobutyl;polyisobutyl cyanoacrylates;polyisobutyl cyanoacrylate;polyisobutylcyanoacrylate;polyisobutylcyanoacrylates;polybutyl cyanoacrylate;cyanoacrylate polybutyl;cyanoacrylates polybutyl;polybutyl cyanoacrylates;histoacryl n-blau;histoacryl n blau;histoacryl blue;butylcyanoacrylate;butylcyanoacrylates;enbucrilate homopolymer;enbucrilates homopolymer;ligament-fimomed","1"
"d003487","cyanoacrylates","cyanoacrylates;cyanoacrylate","1"
"d000077289","letrozole","letrozole;44-1h-124-triazol-1-yl-methylene-bisbenzonitrile;cgs 20267;cgs-20267;cgs20267;femara;fmara","1"
"d009763","o-chlorobenzylidenemalonitrile","o-chlorobenzylidenemalonitrile;o chlorobenzylidenemalonitrile;2-chlorobenzylidenemalonitrile;2 chlorobenzylidenemalonitrile;ortho-chlorobenzylidenemalonitrile;ortho chlorobenzylidenemalonitrile;o-chlorobenzylidene malonitrile;malonitrile o-chlorobenzylidene;o chlorobenzylidene malonitrile;o-chlorobenzylidene malonotrile;malonotrile o-chlorobenzylidene;o chlorobenzylidene malonotrile;ortho-chlorobenzylidene malonitrile;malonitrile ortho-chlorobenzylidene;ortho chlorobenzylidene malonitrile;2-chlorobenzylidene malonitrile;2 chlorobenzylidene malonitrile;malonitrile 2-chlorobenzylidene;cs tear gas;tear gas cs","1"
"d015283","citalopram","citalopram;cytalopram;seropram;escitalopram;celexa;lu-10-171;lu10171;citalopram hydrobromide;escitalopram oxalate;lexapro","1"
"d017316","fadrozole","fadrozole;cgs-16949a;cgs 16949a;cgs16949a;fadrozole hydrochloride;hydrochloride fadrozole;fadrozole monohydrochloride;monohydrochloride fadrozole;cgs 020286a;cgs020286a;cgs-020286a;fad 286;fad286;fad-286","1"
"d011285","pregnenolone carbonitrile","pregnenolone carbonitrile;carbonitrile pregnenolone;pregnenolone 16 alpha-carbonitrile;16 alpha-carbonitrile pregnenolone;pregnenolone 16 alpha carbonitrile;pcn;pregnenolone carbonitrile 3 beta16 beta-isomer;pregnenolone carbonitrile 3 beta-isomer","1"
"d000068678","emtricitabine rilpivirine tenofovir drug combination","emtricitabine rilpivirine tenofovir drug combination;emtricitabine rilpivirine tenofovir drug combination;emtricitabine-rilpivirine-tenofovir drug combination;combination emtricitabine-rilpivirine-tenofovir drug;drug combination emtricitabine-rilpivirine-tenofovir;complera","1"
"d000068696","rilpivirine","rilpivirine;rilpivirine hydrochloride;hydrochloride rilpivirine;rilpivirine hcl;hcl rilpivirine;r278474;tmc 278;278 tmc;tmc278;tmc-278","1"
"d017256","technetium tc 99m sestamibi","technetium tc 99m sestamibi;tc-99m-methoxy-2-isobutylisonitrile;tc 99m methoxy 2 isobutylisonitrile;technetium-99m-hexamibi;technetium 99m hexamibi;tc mibi;99mtc-hexamibi;99mtc hexamibi;99mtc-sestamibi;99mtc sestamibi;technetium tc 99m 2-methoxy-2-methylpropylisonitrile;technetium tc 99m 2 methoxy 2 methylpropylisonitrile;technetium-99m-sestamibi;technetium 99m sestamibi;cardiolite;technetium tc 99m sestamibi chloride","1"
"d020032","tyrphostins","","1"
"d000077597","vildagliptin","vildagliptin;2s-3-hydroxyadamantan-1-ylaminoacetylpyrrolidine-2-carbonitrile;nvp-laf237;nvp laf237;galvus","1"
"d000097","acetonitriles","acetonitriles;ethane nitriles;nitriles ethane;methyl cyanides;cyanides methyl;cyanomethanes","1"
"d000607","aminoacetonitrile","aminoacetonitrile;glycinonitrile;cyanomethylamine","1"
"d000181","acrylonitrile","acrylonitrile;vinyl cyanide;cyanide vinyl","1"
"d009570","nitriles","","1"
"","alachlor","","0"
"","alanycarb","","0"
"d001542","benomyl","benomyl;fundazol;fundasol;benlate","1"
"d018723","bethanechol","bethanechol;bethanecol;bethanechol chloride;chloride bethanechol;duvoid;myotonine;myocholine;pms-bethanechol chloride;pms bethanechol chloride;urocarb;myotonachol;urecholine;myo hermes;hermes myo","1"
"d001626","bethanechol compounds","bethanechol compounds;compounds bethanechol","1"
"d002218","carbadox","carbadox;getroxel;mecadox;fortrigo","1"
"d002221","carbamyl phosphate","carbamyl phosphate;phosphate carbamyl;carbamoyl phosphate;phosphate carbamoyl;dilithium carbamyl phosphate;carbamyl phosphate dilithium;phosphate dilithium carbamyl","1"
"d012721","carbaryl","carbaryl;carbaril;1-naphthyl-n-methylcarbamate;antigale;carbyl;carylderm;concentrat vo 18;vo 18 concentrat;dog-net insecticide poudre;dog net insecticide poudre;dognet insecticide poudre;fidos free-itch;fidos free itch;fidos freeitch;g-wizz;g wizz;gwizz;joseph lyddy;lyddy joseph;occoxil;poudre insecticide moureau;moureau poudre insecticide;insecticide moureau poudre;poudre insecticide vetoquinol;vetoquinol poudre insecticide;insecticide vetoquinol poudre;poutic;sevin;skatta tick flea louse powder;spou;tigal;carbaryl manganese 2 salt;carbaryl nickel 2 salt","1"
"d002328","carisoprodol","carisoprodol;isopropylmeprobamate;isomeprobamate;carisoprodate;isobamate;carisoma;mio relax;soma;vanadom;soprodol;somalgit","1"
"d000069545","elvitegravir cobicistat emtricitabine tenofovir disoproxil fumarate drug combination","elvitegravir cobicistat emtricitabine tenofovir disoproxil fumarate drug combination;elvitegravir cobicistat emtricitabine and tenofovir disoproxil fumarate;elvitegravir cobicistat emtricitabine and tenofovir disoproxil fumarate drug combination;elvitegravir-cobicistat-emtricitabine-tenofovir disoproxil fumarate drug combination;elvitegravir cobicistat emtricitabine tenofovir disoproxil fumarate drug combination;stribild;quad pill;pill quad;quad","1"
"d000069547","cobicistat","cobicistat;tybost;gs 9350;9350 gs;gs9350;gs-9350","1"
"d000069454","darunavir","darunavir;prezista;uic-94017;uic 94017;uic94017;darunavir ethanolate;ethanolate darunavir;tmc 114;114 tmc;tmc114;tmc-114","1"
"d004049","diethylcarbamazine","diethylcarbamazine;carbamazine;diethylcarbamazine citrate 11;diethylcarbamazine citrate 12;hetrazan;diethylcarbamazine phosphate 11;notezine;diethylcarbamazine l-tartrate 11;diethylcarbamazine maleate;maleate diethylcarbamazine;diethylcarbamazine monohydrochloride;monohydrochloride diethylcarbamazine;diethylcarbamazine citrate;citrate diethylcarbamazine;loxuran","1"
"d005273","fenbendazole","fenbendazole;phenbendasol;panacur","1"
"d008463","mebendazole","mebendazole;vermidil;wormkuur;anti-worm;anti worm;bantenol;banworm;boots threadworm treatment;lomper;madicure;mebendan;mebenvet;pripsen mebendazole;r17635;sqworm;sufil;telmin;vermicol;surfont;vermox","1"
"d008620","meprobamate","meprobamate;miltown;mprobamate richard;meprospan;tranmep;visano;equanil;dapaz","1"
"d008724","methomyl","methomyl;lannate 20;lannate","1"
"d002235","carbofuran","carbofuran;furadan;nia-10242;nia 10242;nia10242;bayer 70143","1"
"d002748","chlorpropham","chlorpropham;isopropyl n-3-chlorophenolcarbamate;cipc","1"
"d000078328","felbamate","felbamate;2-phenyl-13-propanediol dicarbamate;2 phenyl 13 propanediol dicarbamate;taloxa;felbatol;felbamyl;add-03055;add 03055;add03055;3-carbamoyloxy-2-phenyl-propyl carbamate;w-554;w 554;w554","1"
"d008714","methiocarb","","1"
"d008721","methocarbamol","methocarbamol;guaiphenesin carbamate;carbamate guaiphenesin;parabaxin;ortoton;robaxin;lumirelax","1"
"d010830","physostigmine","physostigmine;eserine","1"
"d001074","propoxur","propoxur;o-isopropoxyphenylmethylcarbamate;o isopropoxyphenylmethylcarbamate;unden;sendran;aprocarb;baygon","1"
"d011727","pyridinolcarbamate","pyridinolcarbamate;pyricarbate;26-pyridinedimethanol-bis-n-methylcarbamate;duvaline;gasparol;lisator;movecil;p-23;p 23;p23;duaxol;sospitan;anginin;angioxine;colesterinex;prodectin;parmidine","1"
"d000068836","rivastigmine","rivastigmine;s-n-ethyl-3-1-dimethyl-aminoethyl-n-methylphenylcarbamate;rivastigminetartrate;rivastigmine hydrogen tartrate;hydrogen tartrate rivastigmine;tartrate rivastigmine hydrogen;exelon;ena 713;713 ena;sdz ena 713;713 sdz ena;ena 713 sdz;ena-713;ena713","1"
"d048448","phenylcarbamates","phenylcarbamates;phenyl-carbamates;phenyl carbamates","1"
"d013893","thiram","thiram;thiuram;tmtd;tetramethylthiuram disulfide;disulfide tetramethylthiuram;tmt disulfide;disulfide tmt;nobecutan;thiuram d;bacteriostat;sadoplon 75","1"
"d015039","ziram","ziram;zinc dimethyldithiocarbamate;dimethyldithiocarbamate zinc;zerlate;milbam;cuman l;fuklasin","1"
"d004125","dimethyldithiocarbamate","","1"
"d004221","disulfiram","disulfiram;bisdiethylthiocarbamoyl disulfide;tetraethylthioperoxydicarbonic diamide h2ncs2s2;tetraethylthiuram disulfide;disulfide tetraethylthiuram;antabus;antabuse;teturam;dicupral;esperal;alcophobin;anticol","1"
"d004050","ditiocarb","ditiocarb;thiocarb;dithiocarb;diethylcarbamodithioic acid;diethyldithiocarbamic acid;ditiocarb sodium;sodium ditiocarb;sodium diethyldithiocarbamate;diethyldithiocarbamate sodium;ditiocarb sodium salt;sodium salt ditiocarb;ditiocarb ammonium salt;ammonium salt ditiocarb;ditiocarb bismuth salt;bismuth salt ditiocarb;imuthiol;ditiocarb potassium salt;potassium salt ditiocarb;ditiocarb sodium salt trihydrate;ditiocarb tin4 salt;ditiocarb zinc salt;zinc salt ditiocarb;zinc diethyldithiocarbamate;diethyldithiocarbamate zinc;diethyldithiocarbamate;ditiocarb lead salt;lead salt ditiocarb","1"
"d008344","maneb","maneb;manganese 12-ethanediylbiscarbamodithioato2--","1"
"d015038","zineb","zineb;zinc ethylenebisdithiocarbamate;novozir;dithane z-78;dithane z 78;dithane z78;cynkotox","1"
"d005028","ethylenebisdithiocarbamates","","1"
"d014047","tolnaftate","tolnaftate;breezee;chinofungin;chlorisept;curatin;genaspor;micoisdin;np-27;np 27;np27;ony-clear;ony clear;tinactin;sporiline;tinaderm;tinatox;tineafax;ting;tolnaftat purder n;purder n tolnaftat;tonoftal;zeasorb;aftate","1"
"d014214","triallate","triallate;tri-allate;tri allate;far-go;far go;fargo;avadex bw","1"
"d013859","thiocarbamates","","1"
"d013875","thiophanate","thiophanate;dimethylphenylene bis-thioallophanate;bis-thioallophanate dimethylphenylene;dimethylphenylene bis thioallophanate;thiophanate-methyl;thiophanate methyl;mildothane;cercobin m-70;cercobin m 70;cercobin m70","1"
"d009605","nitrosomethylurethane","nitrosomethylurethane;methylnitrosourethane","1"
"d011140","polyurethanes","polyurethanes;polyurethane;ostamer;ostamers;pellethane;pellethanes;polyisocyanates;polyisocyanate;spandex;spandices","1"
"d014520","urethane","urethane;ethyl carbamate;carbamate ethyl;urethan","1"
"d000448","aldicarb","aldicarb;temik;ent-27093;ent 27093;ent27093;uc-21149;uc 21149;uc21149;uc-21149;uc 21149;uc21149","1"
"d002219","carbamates","carbamates;carbamic acids;acids carbamic;aminoformic acids;acids aminoformic","1"
"d015766","albendazole","albendazole;lurdex;bilutac;metiazol;andazol;albenza;zentel;albendoral;albendazole monohydrochloride;monohydrochloride albendazole;bendapar;digezanol;disthelm;mediamix v disthelm;endoplus;eskazole;gascop;skf-62979;skf 62979;skf62979;skf-62979;skf 62979;skf62979;valbazen","1"
"","aldoxycarb","","0"
"d002251","carbon tetrachloride","carbon tetrachloride;tetrachloride carbon;tetrachloromethane","1"
"d002706","chlordan","chlordan;gamma-chlordane;gamma chlordane;chlordane","1"
"d007631","chlordecone","chlordecone;kepone","1"
"d003999","dichloroacetic acid","dichloroacetic acid;acid dichloroacetic;bichloroacetic acid;acid bichloroacetic;sodium dichloroacetate;dichloroacetate sodium;potassium dichloroacetate;dichloroacetate potassium","1"
"d014238","trichloroacetic acid","trichloroacetic acid;acid trichloroacetic;acide trichloracetique;trichloracetique acide;sodium trichloroacetate;trichloroacetate sodium;rubidium trichloroacetate;trichloroacetate rubidium","1"
"d062845","chloroacetates","chloroacetates;chloroacetic acids;acids chloroacetic","1"
"d004010","dicofol","dicofol;keltane;kelthane","1"
"d004137","dinitrochlorobenzene","dinitrochlorobenzene;dncb;chlorodinitrobenzene;1-chloro-24-dinitrobenzene;1 chloro 24 dinitrobenzene","1"
"d006581","hexachlorobenzene","hexachlorobenzene;hcb","1"
"d002722","chlorobenzenes","","1"
"d064228","bromochlorofluorocarbons","bromochlorofluorocarbons;halons;halon","1"
"d064227","chlorofluorocarbons ethane","chlorofluorocarbons ethane;ethane chlorofluorocarbons;chlorofluoroethanes","1"
"d005617","chlorofluorocarbons methane","chlorofluorocarbons methane;methane chlorofluorocarbons;fluorocarbon aerosols;aerosols fluorocarbon;fluorocarbon propellants;propellants fluorocarbon;chlorofluoromethanes","1"
"d017402","chlorofluorocarbons","chlorofluorocarbons;chlorofluorocarbon derivatives;derivatives chlorofluorocarbon;freon;freons","1"
"d001975","bromotrichloromethane","bromotrichloromethane;trichlorobromomethane","1"
"d002725","chloroform","chloroform;trichloromethane","1"
"d003634","ddt","ddt;44-ddt;44 ddt;44-dichlorodiphenyltrichloroethane;44 dichlorodiphenyltrichloroethane;pp-ddt;tbisc-ethane;tbisc ethane;chlorophenothane;111-trichloro-22-bisp-chlorophenylethane;benzochloryl","1"
"d003633","dichlorodiphenyl dichloroethylene","dichlorodiphenyl dichloroethylene;dichloroethylene dichlorodiphenyl;ddmu;11-dichloro-22-bisp-chlorophenylethylene;pp-dde;pp-dichlorodiphenyldichloroethylene;dde;ddx","1"
"d003632","dichlorodiphenyldichloroethane","dichlorodiphenyldichloroethane;tde;ddd","1"
"d004000","dichloroethylenes","dichloroethylenes;vinylidene chlorides;chlorides vinylidene","1"
"d004026","dieldrin","dieldrin;alvit-55;alvit 55;alvit55","1"
"d004732","endrin","endrin;hexadrin","1"
"d005018","ethyl chloride","ethyl chloride;chloride ethyl;chloroethane;cloretilo chemirosa;chemirosa cloretilo;wariactiv;chloraethyl dr henning;gebauers ethyl chloride;gebauer ethyl chloride;gebauers ethyl chloride","1"
"d005025","ethylene dichlorides","ethylene dichlorides;dichlorides ethylene;dichloroethanes","1"
"d006534","heptachlor epoxide","heptachlor epoxide;epoxide heptachlor","1"
"d006533","heptachlor","","1"
"d001556","hexachlorocyclohexane","hexachlorocyclohexane;hexachlorane;benzene hexachloride;hexachloride benzene;epsilon-hexachlorocyclohexane;epsilon hexachlorocyclohexane;zeta-hexachlorocyclohexane;zeta hexachlorocyclohexane;lindane;gamma-benzene hexachloride;hexachloride gamma-benzene;gamma benzene hexachloride;gamma-666;gamma 666;gammexane;gamma-hch;gamma hch;gamma-hexachlorocyclohexane;gamma hexachlorocyclohexane;bhc insecticide;insecticide bhc;pms-lindane;pms lindane;kwell;scabecid;jacutin;scabene;tetocid;scabisan;eta-hexachlorocyclohexane;eta hexachlorocyclohexane;delitex","1"
"d008731","methoxychlor","methoxychlor;dmdt;dianisyl trichloroethane;trichloroethane dianisyl;metox","1"
"d008737","methyl chloride","methyl chloride;chloride methyl;chloromethane","1"
"d008752","methylene chloride","methylene chloride;chloride methylene;methylene bichloride;bichloride methylene;methylene dichloride;dichloride methylene;dichloromethane;solaesthin","1"
"d008917","mirex","","1"
"d008939","mitotane","mitotane;op-ddd;mytotan;orthopara-ddd;orthopara ddd;chlodithane;lysodren;chloditan;khloditan","1"
"d010853","picryl chloride","picryl chloride;chloride picryl;246-trinitro-1-chlorobenzene;trinitrochlorobenzene;1-chloro-246-trinitrobenzene","1"
"d001140","aroclors","aroclors;aroclor","1"
"d020111","chlorodiphenyl 54 chlorine","chlorodiphenyl 54 chlorine;aroclor-1254;aroclor 1254","1"
"d011078","polychlorinated biphenyls","polychlorinated biphenyls;biphenyls polychlorinated;polychlorobiphenyl compounds;compounds polychlorobiphenyl;pcbs","1"
"d011080","polychloroterphenyl compounds","polychloroterphenyl compounds;compounds polychloroterphenyl;polychlorotriphenyl compounds;compounds polychlorotriphenyl","1"
"d013750","tetrachloroethylene","tetrachloroethylene;tetrachloroethene;tetrachlorethylene;perchlorethylene;perchloroethylene","1"
"d014112","toxaphene","toxaphene;polychlorocamphene","1"
"d014239","trichloroepoxypropane","trichloroepoxypropane;12-epoxy-333-trichloropropane;trichloropropylene oxide;oxide trichloropropylene;trichloropropane oxide;oxide trichloropropane;trichloropropene oxide;oxide trichloropropene;111-trichloropropene-23-oxide","1"
"d014240","trichloroethanes","","1"
"d014241","trichloroethylene","trichloroethylene;trichloroethene;ethinyl trichloride;trichloride ethinyl;trielina;trilene","1"
"d014752","vinyl chloride","vinyl chloride;chloride vinyl;chloroethylene","1"
"d000452","aldrin","aldrin;isodrin","1"
"d006843","hydrocarbons chlorinated","hydrocarbons chlorinated;organochlorine compounds;compounds organochlorine;chlorinated hydrocarbons;chlorine compounds organic;compounds organic chlorine;organic chlorine compounds","1"
"","aliphatic nitrogen fungicides","","0"
"","allidochlor","","0"
"","alloxydim","","0"
"","allyl alcohol","","0"
"d000517","alpha-chlorohydrin","alpha-chlorohydrin;alpha chlorohydrin;3-chloropropanediol;3 chloropropanediol;glycerol alpha-monochlorohydrin;glycerol alpha monochlorohydrin;alpha-monochlorohydrin glycerol;3-monochloropropane-12-diol;3 monochloropropane 12 diol;alpha-chlorhydrin;alpha chlorhydrin;3-chloro-12-propanediol;3 chloro 12 propanediol;3-mcpd;u-5897;u 5897;u5897","1"
"d002724","chlorobutanol","chlorobutanol;chlorbutol;trichlorbutanol;acetonchloroform;chlorobutanol anhydrous;anhydrous chlorobutanol;chloretone","1"
"d004984","ethchlorvynol","ethchlorvynol;ethchlorvinol;ethchlorovynol;placidyl","1"
"d005023","ethylene chlorohydrin","ethylene chlorohydrin;chlorohydrin ethylene;2-chloroethyl alcohol;2 chloroethyl alcohol;alcohol 2-chloroethyl;ethylenechlorhydrin;2-chlorethanol;2 chlorethanol","1"
"d002728","chlorohydrins","chlorohydrins;chlorhydrins","1"
"d013839","thiamphenicol","thiamphenicol;dextrosulfenidol;thiamcol;vicemycetin;thiophenicol;urfamycin;raceophenidol;thiomycetin","1"
"d002701","chloramphenicol","chloramphenicol;kloramfenikol;cloranfenicol;chlornitromycin;chlorocid;amphenicol;amphenicols;ophthochlor;syntomycin;levomycetin;chloromycetin;detreomycin","1"
"d002743","chlorphenesin","","1"
"d000068876","fingolimod hydrochloride","fingolimod hydrochloride;2-amino-2-2-4-octylphenylethyl-13-propanediol hydrochloride;fty-720;fty 720;fty720;gilenya;gilenia;fingolimod","1"
"d008615","mephenesin","mephenesin;dcontractyl;dolo visano m","1"
"d010417","pentaerythritol tetranitrate","pentaerythritol tetranitrate;tetranitrate pentaerythritol;peritrate;dilcoran;pentalog;tetrate;nitrodex;erinit;nirason","1"
"d019946","propylene glycol","propylene glycol;glycol propylene;propan-12-diol;12-propanediol;12 propanediol;propylene glycol sodium salt;propylene glycol s-isomer;propylene glycol monohydrate;monohydrate propylene glycol;propylene glycol --isomer;propylene glycol r-isomer","1"
"d014325","tromethamine","tromethamine;tris buffer;trihydroxymethylaminomethane;trometamol;trishydroxymethylaminomethane;trisamine;trizma;tris-magnesiumii-potassium chloride buffer;tris-mgii-kcl buffer","1"
"d011409","propylene glycols","propylene glycols;glycols propylene;propanediols","1"
"","alpha-cypermethrin","","0"
"","alpha-naphthylacetamide","","0"
"","ametryn","","0"
"","amide fungicides","","0"
"","amide herbicides","","0"
"","amidithion","","0"
"","aminocarb","","0"
"","amisulbrom","","0"
"","amitraz","","0"
"d000640","amitrole","amitrole;3-amino-124-triazole;aminotriazole","1"
"d000077588","deferasirox","deferasirox;4-35-bis-2-hydroxyphenyl-124-triazol-1-ylbenzoic acid;icl 670a;icl-670a;icl670a;icl-670;icl670;icl 670;exjade","1"
"d015725","fluconazole","fluconazole;zonal;bagyne;diflucan;fluc hexal;flucobeta;flucolich;fluconazol abz;fluconazol al;fluconazol stada;fluconazol von ct;fluconazol-isis;fluconazol isis;fluconazol-ratiopharm;fluconazol ratiopharm;flunazul;fungata;lavisa;loitin;neofomiral;oxifungol;solacap;uk-49858;uk 49858;uk49858;triflucan;apo-fluconazole;apo fluconazole","1"
"d006144","guanazole","","1"
"d017964","itraconazole","itraconazole;r-51211;r 51211;r51211;sporanox;orungal","1"
"d000077592","maraviroc","maraviroc;44-difluoro-n-1s-3-exo-3-3-isopropyl-5-methyl-4h-124-triazol-4-yl-8-azabicyclo321oct-8-yl-1-phenylpropylcyclohexanecarboxamide;selzentry;uk-427857;uk 427857;uk427857;uk-427857;uk 427857;uk427857","1"
"d000068899","sitagliptin phosphate metformin hydrochloride drug combination","sitagliptin phosphate metformin hydrochloride drug combination;sitagliptin phosphate-metformin hydrochloride drug combination;sitagliptin phosphate metformin hydrochloride drug combination;janumet","1"
