"id","name","terms"
"d000607","aminoacetonitrile","aminoacetonitrile;glycinonitrile;cyanomethylamine"
"d000181","acrylonitrile","acrylonitrile;vinyl cyanide;cyanide vinyl"
"d009570","nitriles",""
"d001542","benomyl","benomyl;fundazol;fundasol;benlate"
"d018723","bethanechol","bethanechol;bethanecol;bethanechol chloride;chloride bethanechol;duvoid;myotonine;myocholine;pms-bethanechol chloride;pms bethanechol chloride;urocarb;myotonachol;urecholine;myo hermes;hermes myo"
"d001626","bethanechol compounds","bethanechol compounds;compounds bethanechol"
"d002218","carbadox","carbadox;getroxel;mecadox;fortrigo"
"d002221","carbamyl phosphate","carbamyl phosphate;phosphate carbamyl;carbamoyl phosphate;phosphate carbamoyl;dilithium carbamyl phosphate;carbamyl phosphate dilithium;phosphate dilithium carbamyl"
"d012721","carbaryl","carbaryl;carbaril;1-naphthyl-n-methylcarbamate;antigale;carbyl;carylderm;concentrat vo 18;vo 18 concentrat;dog-net insecticide poudre;dog net insecticide poudre;dognet insecticide poudre;fidos free-itch;fidos free itch;fidos freeitch;g-wizz;g wizz;gwizz;joseph lyddy;lyddy joseph;occoxil;poudre insecticide moureau;moureau poudre insecticide;insecticide moureau poudre;poudre insecticide vetoquinol;vetoquinol poudre insecticide;insecticide vetoquinol poudre;poutic;sevin;skatta tick flea louse powder;spou;tigal;carbaryl manganese 2 salt;carbaryl nickel 2 salt"
"d002328","carisoprodol","carisoprodol;isopropylmeprobamate;isomeprobamate;carisoprodate;isobamate;carisoma;mio relax;soma;vanadom;soprodol;somalgit"
"d000069545","elvitegravir cobicistat emtricitabine tenofovir disoproxil fumarate drug combination","elvitegravir cobicistat emtricitabine tenofovir disoproxil fumarate drug combination;elvitegravir cobicistat emtricitabine and tenofovir disoproxil fumarate;elvitegravir cobicistat emtricitabine and tenofovir disoproxil fumarate drug combination;elvitegravir-cobicistat-emtricitabine-tenofovir disoproxil fumarate drug combination;elvitegravir cobicistat emtricitabine tenofovir disoproxil fumarate drug combination;stribild;quad pill;pill quad;quad"
"d000069547","cobicistat","cobicistat;tybost;gs 9350;9350 gs;gs9350;gs-9350"
"d000069454","darunavir","darunavir;prezista;uic-94017;uic 94017;uic94017;darunavir ethanolate;ethanolate darunavir;tmc 114;114 tmc;tmc114;tmc-114"
"d004049","diethylcarbamazine","diethylcarbamazine;carbamazine;diethylcarbamazine citrate 11;diethylcarbamazine citrate 12;hetrazan;diethylcarbamazine phosphate 11;notezine;diethylcarbamazine l-tartrate 11;diethylcarbamazine maleate;maleate diethylcarbamazine;diethylcarbamazine monohydrochloride;monohydrochloride diethylcarbamazine;diethylcarbamazine citrate;citrate diethylcarbamazine;loxuran"
"d005273","fenbendazole","fenbendazole;phenbendasol;panacur"
"d008463","mebendazole","mebendazole;vermidil;wormkuur;anti-worm;anti worm;bantenol;banworm;boots threadworm treatment;lomper;madicure;mebendan;mebenvet;pripsen mebendazole;r17635;sqworm;sufil;telmin;vermicol;surfont;vermox"
"d008620","meprobamate","meprobamate;miltown;mprobamate richard;meprospan;tranmep;visano;equanil;dapaz"
"d008724","methomyl","methomyl;lannate 20;lannate"
"d002235","carbofuran","carbofuran;furadan;nia-10242;nia 10242;nia10242;bayer 70143"
"d002748","chlorpropham","chlorpropham;isopropyl n-3-chlorophenolcarbamate;cipc"
"d000078328","felbamate","felbamate;2-phenyl-13-propanediol dicarbamate;2 phenyl 13 propanediol dicarbamate;taloxa;felbatol;felbamyl;add-03055;add 03055;add03055;3-carbamoyloxy-2-phenyl-propyl carbamate;w-554;w 554;w554"
"d008714","methiocarb",""
"d008721","methocarbamol","methocarbamol;guaiphenesin carbamate;carbamate guaiphenesin;parabaxin;ortoton;robaxin;lumirelax"
"d010830","physostigmine","physostigmine;eserine"
"d001074","propoxur","propoxur;o-isopropoxyphenylmethylcarbamate;o isopropoxyphenylmethylcarbamate;unden;sendran;aprocarb;baygon"
"d011727","pyridinolcarbamate","pyridinolcarbamate;pyricarbate;26-pyridinedimethanol-bis-n-methylcarbamate;duvaline;gasparol;lisator;movecil;p-23;p 23;p23;duaxol;sospitan;anginin;angioxine;colesterinex;prodectin;parmidine"
"d000068836","rivastigmine","rivastigmine;s-n-ethyl-3-1-dimethyl-aminoethyl-n-methylphenylcarbamate;rivastigminetartrate;rivastigmine hydrogen tartrate;hydrogen tartrate rivastigmine;tartrate rivastigmine hydrogen;exelon;ena 713;713 ena;sdz ena 713;713 sdz ena;ena 713 sdz;ena-713;ena713"
"d048448","phenylcarbamates","phenylcarbamates;phenyl-carbamates;phenyl carbamates"
"d013893","thiram","thiram;thiuram;tmtd;tetramethylthiuram disulfide;disulfide tetramethylthiuram;tmt disulfide;disulfide tmt;nobecutan;thiuram d;bacteriostat;sadoplon 75"
"d015039","ziram","ziram;zinc dimethyldithiocarbamate;dimethyldithiocarbamate zinc;zerlate;milbam;cuman l;fuklasin"
"d004125","dimethyldithiocarbamate",""
"d004221","disulfiram","disulfiram;bisdiethylthiocarbamoyl disulfide;tetraethylthioperoxydicarbonic diamide h2ncs2s2;tetraethylthiuram disulfide;disulfide tetraethylthiuram;antabus;antabuse;teturam;dicupral;esperal;alcophobin;anticol"
"d004050","ditiocarb","ditiocarb;thiocarb;dithiocarb;diethylcarbamodithioic acid;diethyldithiocarbamic acid;ditiocarb sodium;sodium ditiocarb;sodium diethyldithiocarbamate;diethyldithiocarbamate sodium;ditiocarb sodium salt;sodium salt ditiocarb;ditiocarb ammonium salt;ammonium salt ditiocarb;ditiocarb bismuth salt;bismuth salt ditiocarb;imuthiol;ditiocarb potassium salt;potassium salt ditiocarb;ditiocarb sodium salt trihydrate;ditiocarb tin4 salt;ditiocarb zinc salt;zinc salt ditiocarb;zinc diethyldithiocarbamate;diethyldithiocarbamate zinc;diethyldithiocarbamate;ditiocarb lead salt;lead salt ditiocarb"
"d008344","maneb","maneb;manganese 12-ethanediylbiscarbamodithioato2--"
"d015038","zineb","zineb;zinc ethylenebisdithiocarbamate;novozir;dithane z-78;dithane z 78;dithane z78;cynkotox"
"d005028","ethylenebisdithiocarbamates",""
"d014047","tolnaftate","tolnaftate;breezee;chinofungin;chlorisept;curatin;genaspor;micoisdin;np-27;np 27;np27;ony-clear;ony clear;tinactin;sporiline;tinaderm;tinatox;tineafax;ting;tolnaftat purder n;purder n tolnaftat;tonoftal;zeasorb;aftate"
"d014214","triallate","triallate;tri-allate;tri allate;far-go;far go;fargo;avadex bw"
"d013859","thiocarbamates",""
"d013875","thiophanate","thiophanate;dimethylphenylene bis-thioallophanate;bis-thioallophanate dimethylphenylene;dimethylphenylene bis thioallophanate;thiophanate-methyl;thiophanate methyl;mildothane;cercobin m-70;cercobin m 70;cercobin m70"
"d009605","nitrosomethylurethane","nitrosomethylurethane;methylnitrosourethane"
"d011140","polyurethanes","polyurethanes;polyurethane;ostamer;ostamers;pellethane;pellethanes;polyisocyanates;polyisocyanate;spandex;spandices"
"d014520","urethane","urethane;ethyl carbamate;carbamate ethyl;urethan"
"d000448","aldicarb","aldicarb;temik;ent-27093;ent 27093;ent27093;uc-21149;uc 21149;uc21149;uc-21149;uc 21149;uc21149"
"d002219","carbamates","carbamates;carbamic acids;acids carbamic;aminoformic acids;acids aminoformic"
"d015766","albendazole","albendazole;lurdex;bilutac;metiazol;andazol;albenza;zentel;albendoral;albendazole monohydrochloride;monohydrochloride albendazole;bendapar;digezanol;disthelm;mediamix v disthelm;endoplus;eskazole;gascop;skf-62979;skf 62979;skf62979;skf-62979;skf 62979;skf62979;valbazen"
"d002251","carbon tetrachloride","carbon tetrachloride;tetrachloride carbon;tetrachloromethane"
"d002706","chlordan","chlordan;gamma-chlordane;gamma chlordane;chlordane"
"d007631","chlordecone","chlordecone;kepone"
"d003999","dichloroacetic acid","dichloroacetic acid;acid dichloroacetic;bichloroacetic acid;acid bichloroacetic;sodium dichloroacetate;dichloroacetate sodium;potassium dichloroacetate;dichloroacetate potassium"
"d014238","trichloroacetic acid","trichloroacetic acid;acid trichloroacetic;acide trichloracetique;trichloracetique acide;sodium trichloroacetate;trichloroacetate sodium;rubidium trichloroacetate;trichloroacetate rubidium"
"d062845","chloroacetates","chloroacetates;chloroacetic acids;acids chloroacetic"
"d004010","dicofol","dicofol;keltane;kelthane"
"d004137","dinitrochlorobenzene","dinitrochlorobenzene;dncb;chlorodinitrobenzene;1-chloro-24-dinitrobenzene;1 chloro 24 dinitrobenzene"
"d006581","hexachlorobenzene","hexachlorobenzene;hcb"
"d002722","chlorobenzenes",""
"d064228","bromochlorofluorocarbons","bromochlorofluorocarbons;halons;halon"
"d064227","chlorofluorocarbons ethane","chlorofluorocarbons ethane;ethane chlorofluorocarbons;chlorofluoroethanes"
"d005617","chlorofluorocarbons methane","chlorofluorocarbons methane;methane chlorofluorocarbons;fluorocarbon aerosols;aerosols fluorocarbon;fluorocarbon propellants;propellants fluorocarbon;chlorofluoromethanes"
"d017402","chlorofluorocarbons","chlorofluorocarbons;chlorofluorocarbon derivatives;derivatives chlorofluorocarbon;freon;freons"
"d001975","bromotrichloromethane","bromotrichloromethane;trichlorobromomethane"
"d002725","chloroform","chloroform;trichloromethane"
"d003634","ddt","ddt;44-ddt;44 ddt;44-dichlorodiphenyltrichloroethane;44 dichlorodiphenyltrichloroethane;pp-ddt;tbisc-ethane;tbisc ethane;chlorophenothane;111-trichloro-22-bisp-chlorophenylethane;benzochloryl"
"d003633","dichlorodiphenyl dichloroethylene","dichlorodiphenyl dichloroethylene;dichloroethylene dichlorodiphenyl;ddmu;11-dichloro-22-bisp-chlorophenylethylene;pp-dde;pp-dichlorodiphenyldichloroethylene;dde;ddx"
"d003632","dichlorodiphenyldichloroethane","dichlorodiphenyldichloroethane;tde;ddd"
"d004000","dichloroethylenes","dichloroethylenes;vinylidene chlorides;chlorides vinylidene"
"d004026","dieldrin","dieldrin;alvit-55;alvit 55;alvit55"
"d004732","endrin","endrin;hexadrin"
"d005018","ethyl chloride","ethyl chloride;chloride ethyl;chloroethane;cloretilo chemirosa;chemirosa cloretilo;wariactiv;chloraethyl dr henning;gebauers ethyl chloride;gebauer ethyl chloride;gebauers ethyl chloride"
"d005025","ethylene dichlorides","ethylene dichlorides;dichlorides ethylene;dichloroethanes"
"d006534","heptachlor epoxide","heptachlor epoxide;epoxide heptachlor"
"d006533","heptachlor",""
"d001556","hexachlorocyclohexane","hexachlorocyclohexane;hexachlorane;benzene hexachloride;hexachloride benzene;epsilon-hexachlorocyclohexane;epsilon hexachlorocyclohexane;zeta-hexachlorocyclohexane;zeta hexachlorocyclohexane;lindane;gamma-benzene hexachloride;hexachloride gamma-benzene;gamma benzene hexachloride;gamma-666;gamma 666;gammexane;gamma-hch;gamma hch;gamma-hexachlorocyclohexane;gamma hexachlorocyclohexane;bhc insecticide;insecticide bhc;pms-lindane;pms lindane;kwell;scabecid;jacutin;scabene;tetocid;scabisan;eta-hexachlorocyclohexane;eta hexachlorocyclohexane;delitex"
"d008731","methoxychlor","methoxychlor;dmdt;dianisyl trichloroethane;trichloroethane dianisyl;metox"
"d008737","methyl chloride","methyl chloride;chloride methyl;chloromethane"
"d008752","methylene chloride","methylene chloride;chloride methylene;methylene bichloride;bichloride methylene;methylene dichloride;dichloride methylene;dichloromethane;solaesthin"
"d008917","mirex",""
"d008939","mitotane","mitotane;op-ddd;mytotan;orthopara-ddd;orthopara ddd;chlodithane;lysodren;chloditan;khloditan"
"d010853","picryl chloride","picryl chloride;chloride picryl;246-trinitro-1-chlorobenzene;trinitrochlorobenzene;1-chloro-246-trinitrobenzene"
"d001140","aroclors","aroclors;aroclor"
"d020111","chlorodiphenyl 54 chlorine","chlorodiphenyl 54 chlorine;aroclor-1254;aroclor 1254"
"d011078","polychlorinated biphenyls","polychlorinated biphenyls;biphenyls polychlorinated;polychlorobiphenyl compounds;compounds polychlorobiphenyl;pcbs"
"d011080","polychloroterphenyl compounds","polychloroterphenyl compounds;compounds polychloroterphenyl;polychlorotriphenyl compounds;compounds polychlorotriphenyl"
"d013750","tetrachloroethylene","tetrachloroethylene;tetrachloroethene;tetrachlorethylene;perchlorethylene;perchloroethylene"
"d014112","toxaphene","toxaphene;polychlorocamphene"
"d014239","trichloroepoxypropane","trichloroepoxypropane;12-epoxy-333-trichloropropane;trichloropropylene oxide;oxide trichloropropylene;trichloropropane oxide;oxide trichloropropane;trichloropropene oxide;oxide trichloropropene;111-trichloropropene-23-oxide"
"d014240","trichloroethanes",""
"d014241","trichloroethylene","trichloroethylene;trichloroethene;ethinyl trichloride;trichloride ethinyl;trielina;trilene"
"d014752","vinyl chloride","vinyl chloride;chloride vinyl;chloroethylene"
"d000452","aldrin","aldrin;isodrin"
"d006843","hydrocarbons chlorinated","hydrocarbons chlorinated;organochlorine compounds;compounds organochlorine;chlorinated hydrocarbons;chlorine compounds organic;compounds organic chlorine;organic chlorine compounds"
"d000517","alpha-chlorohydrin","alpha-chlorohydrin;alpha chlorohydrin;3-chloropropanediol;3 chloropropanediol;glycerol alpha-monochlorohydrin;glycerol alpha monochlorohydrin;alpha-monochlorohydrin glycerol;3-monochloropropane-12-diol;3 monochloropropane 12 diol;alpha-chlorhydrin;alpha chlorhydrin;3-chloro-12-propanediol;3 chloro 12 propanediol;3-mcpd;u-5897;u 5897;u5897"
"d002724","chlorobutanol","chlorobutanol;chlorbutol;trichlorbutanol;acetonchloroform;chlorobutanol anhydrous;anhydrous chlorobutanol;chloretone"
"d004984","ethchlorvynol","ethchlorvynol;ethchlorvinol;ethchlorovynol;placidyl"
"d005023","ethylene chlorohydrin","ethylene chlorohydrin;chlorohydrin ethylene;2-chloroethyl alcohol;2 chloroethyl alcohol;alcohol 2-chloroethyl;ethylenechlorhydrin;2-chlorethanol;2 chlorethanol"
"d002728","chlorohydrins","chlorohydrins;chlorhydrins"
"d013839","thiamphenicol","thiamphenicol;dextrosulfenidol;thiamcol;vicemycetin;thiophenicol;urfamycin;raceophenidol;thiomycetin"
"d002701","chloramphenicol","chloramphenicol;kloramfenikol;cloranfenicol;chlornitromycin;chlorocid;amphenicol;amphenicols;ophthochlor;syntomycin;levomycetin;chloromycetin;detreomycin"
"d002743","chlorphenesin",""
"d000068876","fingolimod hydrochloride","fingolimod hydrochloride;2-amino-2-2-4-octylphenylethyl-13-propanediol hydrochloride;fty-720;fty 720;fty720;gilenya;gilenia;fingolimod"
"d008615","mephenesin","mephenesin;dcontractyl;dolo visano m"
"d010417","pentaerythritol tetranitrate","pentaerythritol tetranitrate;tetranitrate pentaerythritol;peritrate;dilcoran;pentalog;tetrate;nitrodex;erinit;nirason"
"d019946","propylene glycol","propylene glycol;glycol propylene;propan-12-diol;12-propanediol;12 propanediol;propylene glycol sodium salt;propylene glycol s-isomer;propylene glycol monohydrate;monohydrate propylene glycol;propylene glycol --isomer;propylene glycol r-isomer"
"d014325","tromethamine","tromethamine;tris buffer;trihydroxymethylaminomethane;trometamol;trishydroxymethylaminomethane;trisamine;trizma;tris-magnesiumii-potassium chloride buffer;tris-mgii-kcl buffer"
"d011409","propylene glycols","propylene glycols;glycols propylene;propanediols"
"d000640","amitrole","amitrole;3-amino-124-triazole;aminotriazole"
"d000077588","deferasirox","deferasirox;4-35-bis-2-hydroxyphenyl-124-triazol-1-ylbenzoic acid;icl 670a;icl-670a;icl670a;icl-670;icl670;icl 670;exjade"
"d015725","fluconazole","fluconazole;zonal;bagyne;diflucan;fluc hexal;flucobeta;flucolich;fluconazol abz;fluconazol al;fluconazol stada;fluconazol von ct;fluconazol-isis;fluconazol isis;fluconazol-ratiopharm;fluconazol ratiopharm;flunazul;fungata;lavisa;loitin;neofomiral;oxifungol;solacap;uk-49858;uk 49858;uk49858;triflucan;apo-fluconazole;apo fluconazole"
"d006144","guanazole",""
"d017964","itraconazole","itraconazole;r-51211;r 51211;r51211;sporanox;orungal"
"d000077592","maraviroc","maraviroc;44-difluoro-n-1s-3-exo-3-3-isopropyl-5-methyl-4h-124-triazol-4-yl-8-azabicyclo321oct-8-yl-1-phenylpropylcyclohexanecarboxamide;selzentry;uk-427857;uk 427857;uk427857;uk-427857;uk 427857;uk427857"
"d000068899","sitagliptin phosphate metformin hydrochloride drug combination","sitagliptin phosphate metformin hydrochloride drug combination;sitagliptin phosphate-metformin hydrochloride drug combination;sitagliptin phosphate metformin hydrochloride drug combination;janumet"
"d000068900","sitagliptin phosphate","sitagliptin phosphate;phosphate sitagliptin;sitagliptin phosphate monohydrate;monohydrate sitagliptin phosphate;phosphate monohydrate sitagliptin;sitagliptin monophosphate monohydrate;monohydrate sitagliptin monophosphate;monophosphate monohydrate sitagliptin;mk 0431;0431 mk;mk0431;mk-0431;sitagliptin phosphate anhydrous;anhydrous sitagliptin phosphate;phosphate anhydrous sitagliptin;sitagliptin;4-oxo-4-3-trifluoromethyl-56-dihydro124triazolo43-apyrazin-78h-yl-1-245-trifluorophenylbutan-2-amine;januvia"
"d014192","trapidil","trapidil;trapymin;rocornal"
"d065819","voriconazole","voriconazole;uk 109496;uk-109496;uk109496;uk-109496;uk109496;uk 109496;vfend"
"d014230","triazoles",""
"d006585","altretamine","altretamine;hemel;hexamethylmelamine;hexinawas;hexalen;hexastat"
"d001032","apazone","apazone;5-dimethylamino-9-methyl-2-propyl-1h-pyrazolo12-a124benzotriazine-132h-dione;azapropazone;prolixan;tolyprin;apazone dihydrate;dihydrate apazone;rheumox"
"d001280","atrazine","atrazine;gesamprim"
"d005297","ferrozine","ferrozine;ferrozine monosodium salt monohydrate;ferrozine monosodium salt;monosodium salt ferrozine"
"d000077213","lamotrigine","lamotrigine;35-diamino-6-23-dichlorophenyl-as-triazine;35-diamino-6-23-dichlorophenyl-124-triazine;lamictal;crisomet;lamiktal;bw-430c;bw 430c;bw430c;labileno"
"d010094","oxonic acid","oxonic acid;oteracil"
"d011400","prometryne","prometryne;prometryn;gesaguard 50"
"d012839","simazine","simazine;herbazin-50;herbazin 50;herbazin50"
"d000077704","tirapazamine","tirapazamine;3-amino-124-benzotriazine-14-dioxide;nsc 130181;win 59075;win-59075;win59075;tirazone;sr 4233;sr-4233;sr4233"
"d014265","triethylenemelamine","triethylenemelamine;triethylene melamine;melamine triethylene;246-triethylimino-135-triazine;tretamine"
"d014227","triazines","triazines;benzotriazines"
"d015765","almitrine","almitrine;almitrine monomesylate;monomesylate almitrine;vectarion;almitrine dimesylate;almitrine bismethanesulfonate;almitrine bismesylate"
"d002937","cinoxacin","cinoxacin;clinoxacin;azolinic acid;acid azolinic;compound 64716;cinobac"
"d017308","etodolac","etodolac;etodolic acid;etodolac --isomer;etodolac --isomer;etodolac s-isomer;ultradol;etodolac monosodium salt - isomer;etodolac monosodium salt s-isomer;lodine;ramodar;ay-24236;ay 24236;ay-24236;ay 24236;etodolac monosodium salt"
"d006897","hydroxyindoleacetic acid","hydroxyindoleacetic acid;acid hydroxyindoleacetic;5-hydroxyindolamine acetic acid;5 hydroxyindolamine acetic acid;acetic acid 5-hydroxyindolamine;acid 5-hydroxyindolamine acetic;5-hiaa;5-hydroxy-3-indoleacetic acid;5 hydroxy 3 indoleacetic acid;acid 5-hydroxy-3-indoleacetic"
"d007210","indoleacetic acids","indoleacetic acids;acids indoleacetic;indolylacetic acids;acids indolylacetic;auxins;auxin"
"d005000","ethionamide","ethionamide;ethioniamide;amidazine;trecator;trecator-sc;trecator sc"
"d007490","iproniazid","iproniazid;iprazid"
"d007538","isoniazid","isoniazid;isonicotinic acid hydrazide;hydrazide isonicotinic acid;phthivazide;phthivazid;isonicotinic acid vanillylidenehydrazide;acid vanillylidenehydrazide isonicotinic;vanillylidenehydrazide isonicotinic acid;ftivazide;tubazide;isonex"
"d009526","nialamide",""
"d011515","prothionamide","prothionamide;protionamide;ektebin;peteha"
